form	lemma	POS	morph
aultre	autre	VERinf	NOMB.=s
faict	fait	VERinf	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
pareil	pareil	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Ainsi	ainsi	ADVgen	MORPH=empty
scaivent	savoir	ADJqua	NOMB.=p
bien	bien	ADVgen	MORPH=empty
ces	ce	DETdem	NOMB.=p
maistres	maître	NOMcom	NOMB.=p|GENRE=m
pillars	pillard	NOMcom	NOMB.=p|GENRE=m
habillement	habillement	ADJqua	NOMB.=p|GENRE=m
desployer	déployer	VERinf	MORPH=empty
et	et	CONcoo	MORPH=empty
monstrer	montrer	VERinf	MORPH=empty
/	/	PONfbl	MORPH=empty
puis	puis	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
apres	après	PRE	MORPH=empty
proprement	proprement	ADVgen	MORPH=empty
reployer	reployer	VERinf	MORPH=empty
et	et	CONcoo	MORPH=empty
remporter	remporter	VERinf	MORPH=empty
leurs	leur	DETpos	PERS.=3|NOMB.=p|GENRE=f
tricques	tricque	ADJqua	NOMB.=p|GENRE=f
et	et	CONcoo	MORPH=empty
coquilles	coquille	ADJqua	NOMB.=p|GENRE=f
.	.	PONfrt	MORPH=empty
Oultre	outre	ADVgen	MORPH=empty
/	/	PONfbl	MORPH=empty
n'	ne	ADVneg	MORPH=empty
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
ce	ce	DETdem	NOMB.=s|GENRE=m
pas	pas	NOMcom	NOMB.=s|GENRE=m
habilite	habilité	ADJqua	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
de	de	PRE	MORPH=empty
scavoir	savoir	VERinf	NOMB.=s
vendre	vendre	VERinf	MORPH=empty
sa	son	DETpos	PERS.=3|NOMB.=s|GENRE=f
marchandise	marchandise	NOMcom	NOMB.=s|GENRE=f
plus	plus	ADVgen	MORPH=empty
chiere	cher	ADJqua	NOMB.=s|GENRE=f
selon	selon	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
sorte	sorte	NOMcom	NOMB.=s|GENRE=f
des	de_le	PRE.DETdef	NOMB.=p|GENRE=f
habillemens	habillement	NOMcom	NOMB.=p|GENRE=f
dequoy	de_quoi	ADJqua	NOMB.=s|GENRE=n|CAS=i
le	le	DETdef	NOMB.=s|GENRE=m
marchand	marchand	NOMcom	NOMB.=s|GENRE=m
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
acoustre	accoutrer	ADJqua	NOMB.=s|GENRE=m
?	?	PONfrt	MORPH=empty
voire	voire	ADVgen	MORPH=empty
et	et	CONcoo	MORPH=empty
sans	sans	PRE	MORPH=empty
que	que	CONsub	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
marchandise	marchandise	NOMcom	NOMB.=s|GENRE=f
en	en	PROadv	MORPH=empty
soit	être	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
meilleure	meilleur	ADJqua	NOMB.=s|GENRE=m
?	?	PONfrt	MORPH=empty
Telle	tel	DETind	NOMB.=s|GENRE=f
chose	chose	NOMcom	NOMB.=s|GENRE=f
en	en	ADVgen	MORPH=empty
aultres	autre	DETind	NOMB.=p|GENRE=f
marchans	marchand	NOMcom	NOMB.=p|GENRE=m
qu'	que	CONsub	MORPH=empty
en	en	ADVgen	MORPH=empty
ceulx	celui	PROind	NOMB.=s|GENRE=m
icy	ici	ADVgen	MORPH=empty
jamais	jamais	ADVgen	MORPH=empty
ne	ne	ADVneg	MORPH=empty
fut	être	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
veue	voir	PROper	NOMB.=s
/	/	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
toutesfois	toutefois	ADVgen	MORPH=empty
sans	sans	PRE	MORPH=empty
cesser	cesser	VERinf	MORPH=empty
ilz	il	PROper	PERS.=3|NOMB.=p|GENRE=m
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
font	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
/	/	PONfbl	MORPH=empty
sans	sans	PRE	MORPH=empty
que	que	CONsub	MORPH=empty
aucunement	aucunement	ADVgen	MORPH=empty
on	on	PROind	PERS.=3|NOMB.=s|CAS=n
y	y	PROadv	MORPH=empty
advise	aviser	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
/	/	PONfbl	MORPH=empty
ou	ou	CONcoo	MORPH=empty
que	que	CONsub	MORPH=empty
personne	personne	PROind	NOMB.=s|GENRE=f
y	y	PROadv	MORPH=empty
pense	penser	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
.	.	PONfrt	MORPH=empty
N'	ne	ADVneg	MORPH=empty
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
pas	pas	ADVneg	MORPH=empty
je	je	PROper	PERS.=1|NOMB.=s|CAS=n
vous	vous	PROper	PERS.=2|NOMB.=p
demande	demander	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
la	le	DETdef	NOMB.=s|GENRE=f
messe	messe	NOMcom	NOMB.=s|GENRE=f
(	(	PONfrt	MORPH=empty
ainsi	ainsi	ADVgen	MORPH=empty
qu'	que	CONsub	MORPH=empty
ilz	il	PROper	PERS.=3|NOMB.=p|GENRE=m
parlent	parler	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
)	)	PONpdr	MORPH=empty
d'	de	PRE	MORPH=empty
ung	un	NOMcom	NOMB.=s|GENRE=m
chanoine	chanoine	VERcjg	NOMB.=s|GENRE=f
plus	plus	ADVgen	MORPH=empty
chiere	cher	ADJqua	NOMB.=s|GENRE=f
que	que	CONsub	MORPH=empty
d'	de	PRE	MORPH=empty
ung	un	NOMcom	NOMB.=s|GENRE=m
vicaire	vicaire	NOMcom	NOMB.=s|GENRE=m
?	?	PONfrt	MORPH=empty
d'	de	PRE	MORPH=empty
ung	un	NOMcom	NOMB.=s|GENRE=m
abbe	abbé	ADJqua	NOMB.=s
que	que	CONsub	MORPH=empty
d'	de	PRE	MORPH=empty
ung	un	ADJqua	NOMB.=s|GENRE=m
moyne	moine	NOMcom	NOMB.=s|GENRE=m
?	?	PONfrt	MORPH=empty
d'	de	PRE	MORPH=empty
ung	un	NOMcom	NOMB.=s|GENRE=m
evesque	évêque	ADJqua	NOMB.=s|GENRE=m
que	que	CONsub	MORPH=empty
d'	de	PRE	MORPH=empty
ung	un	NOMcom	NOMB.=s|GENRE=m
doyen	doyen	NOMcom	NOMB.=s|GENRE=m
?	?	PONfrt	MORPH=empty
et	et	CONcoo	MORPH=empty
ainsi	ainsi	ADVgen	MORPH=empty
des	de_le	PRE.DETdef	NOMB.=p|GENRE=f
aultres	autre	NOMcom	NOMB.=p|GENRE=f
/	/	PONfbl	MORPH=empty
Et	et	CONcoo	MORPH=empty
toutesfoys	toutefois	VERppa	NOMB.=p
ilz	il	PROper	PERS.=3|NOMB.=p|GENRE=m
disent	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
eulx	il	VERppe	NOMB.=p|GENRE=m
mesmes	même	ADJind	NOMB.=p
que	que	CONsub	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
messe	messe	NOMcom	NOMB.=s|GENRE=f
d'	de	PRE	MORPH=empty
ung	un	NOMcom	NOMB.=s|GENRE=m
meschant	méchant	VERppa	NOMB.=s|GENRE=m
vault	valoir	VERcjg	MODE=ind|TEMPS=pst|NOMB.=s
autant	autant	ADVgen	MORPH=empty
que	que	CONsub	MORPH=empty
d'	de	PRE	MORPH=empty
ung	un	NOMcom	NOMB.=s|GENRE=m
autre	autre	PROind	NOMB.=s
/	/	PONfbl	MORPH=empty
ce	ce	PROdem	NOMB.=s|GENRE=n
que	que	PROrel	MORPH=empty
bien	bien	ADVgen	MORPH=empty
nous	nous	PROper	PERS.=1|NOMB.=p
croyons	croire	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=p
.	.	PONfrt	MORPH=empty
Parquoy	parquoi	PRE.PROrel	NOMB.=s
je	je	PROper	PERS.=1|NOMB.=s|CAS=n
leur	il	PROper	PERS.=3|NOMB.=s|CAS=i
demande	demander	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
d'	de	PRE	MORPH=empty
une	un	DETndf	NOMB.=s|GENRE=f
mesme	même	ADJind	NOMB.=s|GENRE=f
marchandise	marchandise	NOMcom	NOMB.=s|GENRE=f
dont	dont	PROrel	CAS=i
vient	venir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
telle	tel	PROind	NOMB.=s|GENRE=f
diversite	diversité	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
pris	prendre	VERppe	NOMB.=s|GENRE=m
?	?	PONfrt	MORPH=empty
De	de	PRE	MORPH=empty
responce	réponse	NOMcom	NOMB.=s|GENRE=f
n'	ne	ADVneg	MORPH=empty
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
ilz	il	ADVgen	PERS.=3|NOMB.=p|GENRE=m
point	point	ADVgen	MORPH=empty
sinon	sinon	ADVgen	MORPH=empty
pour	pour	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
diversite	diversité	NOMcom	NOMB.=s|GENRE=f
d'	de	PRE	MORPH=empty
acoustremens	accoutrement	NOMcom	NOMB.=p|GENRE=f
/	/	PONfbl	MORPH=empty
en	en	ADVgen	MORPH=empty
laquelle	lequel	DETind	NOMB.=s|GENRE=f
chose	chose	NOMcom	NOMB.=s|GENRE=f
/	/	PONfbl	MORPH=empty
totallement	totalement	ADVgen	MORPH=empty
sont	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
semblables	semblable	ADJqua	NOMB.=p|GENRE=f
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
une	un	DETndf	NOMB.=s|GENRE=f
ribaude	ribaud	NOMcom	NOMB.=s|GENRE=f
/	/	PONfbl	MORPH=empty
laquelle	lequel	PROrel	NOMB.=s|GENRE=f
vend	vendre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
sa	son	DETpos	PERS.=3|NOMB.=s|GENRE=f
turpitude	turpitude	NOMcom	NOMB.=s|GENRE=f
plus	plus	ADVgen	MORPH=empty
ou	ou	CONcoo	MORPH=empty
moins	moins	ADVgen	MORPH=empty
chere	cher	ADJqua	NOMB.=s|GENRE=f
/	/	PONfbl	MORPH=empty
selon	selon	PRE	TEMPS=pst
la	le	DETdef	NOMB.=s|GENRE=f
sorte	sorte	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
ses	son	DETpos	PERS.=3|NOMB.=p|GENRE=f
vestemens	vêtement	NOMcom	NOMB.=p|GENRE=f
.	.	PONfrt	MORPH=empty
En	en	PRE	MORPH=empty
ce	ce	DETdem	NOMB.=s|GENRE=m
passage	passage	NOMcom	NOMB.=s|GENRE=m
seront	être	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=p
bien	bien	ADVgen	MORPH=empty
ayses	aiser	NOMcom	NOMB.=p|GENRE=m
ces	ce	DETdem	NOMB.=p
gros	gros	NOMcom	NOMB.=p|GENRE=m
paillardz	paillard	VERppe	NOMB.=p
/	/	PONfbl	MORPH=empty
quand	quand	CONsub	MORPH=empty
je	je	PROper	PERS.=1|NOMB.=s|CAS=n
les	il	PROper	PERS.=3|NOMB.=p|CAS=r
traicte	traite	VERcjg	MODE=sub|TEMPS=pst|PERS.=1|NOMB.=s
si	si	ADVgen	MORPH=empty
doulcement	doucement	ADVgen	MORPH=empty
/	/	PONfbl	MORPH=empty
de	de	PRE	MORPH=empty
les	il	PROper	PERS.=3|NOMB.=p|CAS=r
comparer	comparer	VERinf	MORPH=empty
seulement	seulement	ADVgen	MORPH=empty
a	à	PRE	MORPH=empty
une	un	DETndf	NOMB.=s|GENRE=f
ribaulde	ribaud	NOMcom	NOMB.=s|GENRE=f
/	/	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
que	que	CONsub	MORPH=empty
je	je	PROper	PERS.=1|NOMB.=s|CAS=n
ne	ne	ADVneg	MORPH=empty
les	il	PROper	PERS.=3|NOMB.=p|CAS=r
ay	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
pas	pas	ADVgen	MORPH=empty
voulu	vouloir	VERppe	NOMB.=s|GENRE=m
comparer	comparer	VERinf	MORPH=empty
au	à_le	PRE.DETdef	NOMB.=s|GENRE=m
traitre	traître	NOMcom	NOMB.=s|GENRE=m
Judas	Judas	NOMcom	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
ainsi	ainsi	ADVgen	MORPH=empty
que	que	CONsub	MORPH=empty
faict	faire	VERinf	MORPH=empty
ung	un	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
leur	leur	DETpos	PERS.=3|NOMB.=s|GENRE=m
livres	livre	NOMcom	NOMB.=p|GENRE=m
nomme	nommer	VERcjg	TEMPS=pst|PERS.=3|NOMB.=s
/	/	PONfbl	MORPH=empty
Stella	@latin	NOMpro	NOMB.=s
clericorum	@latin	ADJqua	NOMB.=s|GENRE=m
:	:	PONfbl	MORPH=empty
la	il	DETdef	NOMB.=s|GENRE=f
ou	où	PROrel	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
beau	beau	ADJqua	NOMB.=s|GENRE=m
livre	livre	NOMcom	NOMB.=s|GENRE=m
dit	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
en	en	ADVgen	MORPH=empty
ceste	ce	DETdem	NOMB.=s|GENRE=f
maniere	manière	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Qui	@latin	PROrel	MORPH=empty
missam	@latin	NOMcom	NOMB.=s|GENRE=m
celebrat	@latin	VERcjg	NOMB.=s|GENRE=m
pro	@latin	VERppe	NOMB.=s|GENRE=m
pecunia	@latin	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
videtur	@latin	NOMcom	NOMB.=s|GENRE=m
mihi	@latin	NOMcom	NOMB.=s|GENRE=m
dicere	@latin	ADJqua	NOMB.=s|GENRE=f
:	:	PONfbl	MORPH=empty
quid	@latin	DETcar	NOMB.=p
vultis	@latin	NOMcom	NOMB.=p|GENRE=m
mihi	@latin	NOMcom	NOMB.=s|GENRE=m
dare	@latin	ADJqua	NOMB.=s|GENRE=f
/	/	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
ego	@latin	NOMcom	NOMB.=s|GENRE=m
vobis	@latin	ADVgen	GENRE=m
eum	@latin	DETind	NOMB.=s|GENRE=m
tradam	@latin	NOMcom	NOMB.=s|GENRE=m
/	/	ADVneg	MORPH=empty
c'	ce	PROdem	NOMB.=s|GENRE=n
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
a	à	PRE	MORPH=empty
dire	dire	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
Qui	qui	PROrel	MORPH=empty
celebre	célébrer	VERcjg	NOMB.=s|GENRE=m
messe	messe	VERcjg	MODE=ind|TEMPS=pst|NOMB.=s
pour	pour	PRE	MORPH=empty
pecune	pécune	NOMcom	NOMB.=s|GENRE=f
/	/	PONfbl	MORPH=empty
il	il	PROimp	PERS.=3|NOMB.=s|GENRE=m|CAS=n
me	je	PROper	PERS.=1|NOMB.=s|CAS=r
semble	sembler	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
qu'	que	CONsub	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
dit	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
.	.	PONfrt	MORPH=empty
Que	que	CONsub	MORPH=empty
me	je	PROper	PERS.=1|NOMB.=s|CAS=r
voulez	vouloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
vous	vous	PROper	PERS.=2|NOMB.=p
donner	donner	VERinf	MORPH=empty
et	et	CONcoo	MORPH=empty
je	je	PROper	PERS.=1|NOMB.=s|CAS=n
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
vous	vous	PROper	PERS.=2|NOMB.=p
livreray	livrer	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s
.	.	PONfrt	MORPH=empty
Voicy	voici	VERcjg	MODE=imp|PERS.=2|NOMB.=p
de	de	PRE	MORPH=empty
terribles	terrible	ADJqua	NOMB.=p|GENRE=f
marchans	marchand	NOMcom	NOMB.=p|GENRE=m
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n
ainsi	ainsi	ADVgen	MORPH=empty
marchandent	marchander	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
de	de	PRE	MORPH=empty
leur	leur	DETpos	PERS.=3|NOMB.=s|GENRE=m
dieu	dieu	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
vendent	vendre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
dieu	dieu	NOMcom	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
diable	diable	ADJqua	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
rien	rien	PROind	NOMB.=s
ne	ne	ADVneg	MORPH=empty
leur	il	PROper	PERS.=3|NOMB.=s|CAS=i
eschappe	échapper	VERcjg	MODE=ind|PERS.=3|NOMB.=s
.	.	PONfrt	MORPH=empty
Ilz	il	ADVgen	MORPH=empty
conjurent	conjurer	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p
/	/	PONfbl	MORPH=empty
ilz	il	PROper	PERS.=3|NOMB.=p|GENRE=m
charment	charmer	NOMcom	NOMB.=p|GENRE=m
le	le	DETdef	NOMB.=s|GENRE=m
temps	temps	NOMcom	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
la	le	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=r
gresle	grêle	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
la	le	DETdef	NOMB.=s|GENRE=f
tempeste	tempête	NOMcom	NOMB.=s|GENRE=f
/	/	PONfbl	MORPH=empty
bref	bref	NOMcom	NOMB.=s|GENRE=m
en	en	ADVgen	MORPH=empty
toutes	tout	DETind	NOMB.=p|GENRE=f
choses	chose	NOMcom	NOMB.=p|GENRE=f
ilz	il	PROper	PERS.=3|NOMB.=p|GENRE=m
font	faire	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p
rage	rage	NOMcom	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
trop	trop	ADVgen	MORPH=empty
plus	plus	ADVgen	MORPH=empty
subtilz	subtil	ADJqua	NOMB.=p|GENRE=m
que	que	CONsub	MORPH=empty
Panurge	Panurge	NOMpro	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Ilz	il	ADVgen	MORPH=empty
sont	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
fins	fin	ADJqua	NOMB.=p|GENRE=m
et	et	CONcoo	MORPH=empty
habiles	habile	ADJqua	NOMB.=p|GENRE=f
tant	tant	ADVgen	MORPH=empty
que	que	CONsub	MORPH=empty
de	de	PRE	MORPH=empty
peu	peu	ADVgen	MORPH=empty
ou	où	CONcoo	MORPH=empty
rien	rien	PROind	NOMB.=s
scavent	savoir	ADJqua	NOMB.=s|GENRE=m
faire	faire	VERinf	MORPH=empty
leur	leur	DETpos	PERS.=3|NOMB.=s|GENRE=m
cas	cas	NOMcom	NOMB.=p|GENRE=m
/	/	PONfbl	MORPH=empty
entre	entre	PRE	MORPH=empty
autres	autre	DETind	NOMB.=p|GENRE=f
choses	chose	NOMcom	NOMB.=p|GENRE=f
/	/	PONfbl	MORPH=empty
quasi	quasi	ADVgen	MORPH=empty
tous	tout	PROind	NOMB.=p|GENRE=m
sont	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
marchans	marcher	NOMcom	NOMB.=p|GENRE=m
de	de	PRE	MORPH=empty
cire	cire	NOMcom	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
mais	mais	CONcoo	MORPH=empty
sur	sur	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
terre	terre	NOMcom	NOMB.=s|GENRE=f
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
n'	ne	ADVneg	MORPH=empty
y	y	PROadv	MORPH=empty
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
apoticaire	apothicaire	ADJqua	NOMB.=s
ne	ne	ADVneg	MORPH=empty
cirier	cirier	VERinf	MORPH=empty
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n
en	en	ADVgen	MORPH=empty
ceste	ce	DETdem	NOMB.=s|GENRE=f
maniere	manière	NOMcom	NOMB.=s|GENRE=f
en	en	ADVgen	MORPH=empty
sceut	savoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
ouvrer	ouvrer	VERinf	MORPH=empty
/	/	PONfbl	MORPH=empty
viendra	venir	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
au	à_le	PRE.DETdef	NOMB.=s|GENRE=m
temple	temple	NOMcom	NOMB.=s|GENRE=m
quelque	quelque	DETind	NOMB.=s|GENRE=m
povre	pauvre	NOMcom	NOMB.=s|GENRE=f
sotte	sot	ADJqua	NOMB.=s|GENRE=f
/	/	PONfbl	MORPH=empty
(	(	PONpxx	MORPH=empty
nommez	nommer	VERcjg	MODE=imp|PERS.=2|NOMB.=p
la	le	DETdef	NOMB.=s|GENRE=f
si	si	CONsub	MORPH=empty
vous	vous	PROper	PERS.=2|NOMB.=p
voulez	vouloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
devotte	dévoter	NOMcom	NOMB.=s|GENRE=f
)	)	PONpdr	MORPH=empty
attacher	attacher	VERinf	MORPH=empty
une	un	DETndf	NOMB.=s|GENRE=f
chandelle	chandelle	NOMcom	NOMB.=s|GENRE=f
contre	contre	PRE	MORPH=empty
ung	un	NOMcom	NOMB.=s|GENRE=m
pilier	pilier	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
mon	mon	DETpos	PERS.=1|NOMB.=s|GENRE=m
marchant	marcher	NOMcom	NOMB.=s|GENRE=m
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n
