form	lemma	POS	morph
vostre	votre	DETpos	PERS.=2|NOMB.=s|GENRE=f
chanson	chanson	NOMcom	NOMB.=s|GENRE=f
/	/	PONTfbl	MORPH=empty
En	en	PRE	MORPH=empty
voz	votre	DETpos	PERS.=2|NOMB.=p|GENRE=m
matines	matines	NOMcom	NOMB.=p|GENRE=m
chantez	chanter	VERppe	NOMB.=p
ceste	ce	DETdem	NOMB.=s|GENRE=f
lecon	leçon	NOMcom	NOMB.=s|GENRE=f
/	/	PONTfbl	MORPH=empty
Puis	puis	ADVgen	NOMB.=p
questes	quête	ADVgen	NOMB.=p|GENRE=m
tous	tout	PROind	NOMB.=p|GENRE=m
plantez	planter	VERppe	NOMB.=p|GENRE=m
Contre	contre	PRE	MORPH=empty
dieu	dieu	NOMcom	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
raison	raison	NOMcom	NOMB.=s|GENRE=f
/	/	PONTfbl	MORPH=empty
Vous	vous	PROper	PERS.=2|NOMB.=p
serez	être	VERcjg	MODE=ind|TEMPS=fut|PERS.=2|NOMB.=p
desplantez	déplanter	VERppe	NOMB.=p|GENRE=m
/	/	PONTfbl	MORPH=empty
Plus	plus	ADVgen	MORPH=empty
n'	ne	ADVneg	MORPH=empty
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
vostre	votre	DETpos	PERS.=2|NOMB.=s|GENRE=f
saison	saison	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
¶	¶	PONfrt	MORPH=empty
O	ô	INJ	MORPH=empty
prebstres	prêtre	ADJord	NOMB.=p|GENRE=m
prebstres	prêtrer	NOMcom	NOMB.=p|GENRE=m
laissez	laisser	VERcjg	MODE=imp|PERS.=2|NOMB.=p
vostre	votre	DETpos	PERS.=2|NOMB.=s|GENRE=m
mestier	métier	NOMcom	NOMB.=s|GENRE=m
/	/	PONTfbl	MORPH=empty
Ostes	ôter	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
voz	votre	DETpos	PERS.=2|NOMB.=p|GENRE=m
messes	messe	NOMcom	NOMB.=p|GENRE=m
/	/	PONTfbl	MORPH=empty
hors	hors	PRE	MORPH=empty
de	de	PRE	MORPH=empty
nostre	notre	DETpos	PERS.=2|NOMB.=s|GENRE=m
monstier	monstier	NOMcom	NOMB.=s|GENRE=m
/	/	PONTfbl	MORPH=empty
Aussi	aussi	ADVgen	MORPH=empty
vostre	votre	DETpos	PERS.=1|NOMB.=s|GENRE=f
coquille	coquille	NOMcom	NOMB.=s|GENRE=f
:	:	PONfbl	MORPH=empty
Trop	trop	ADVgen	MORPH=empty
avez	avoir	VERcjg	MODE=imp|PERS.=2|NOMB.=p
marchande	marchand	NOMcom	NOMB.=s|GENRE=f
:	:	PONfbl	MORPH=empty
Prescher	prêcher	NOMpro	MORPH=empty
fault	falloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
l'	le	DETdef	NOMB.=s
evangile	évangile	NOMcom	NOMB.=s|GENRE=m
:	:	PONfbl	MORPH=empty
Car	car	CONcoo	MORPH=empty
dieu	dieu	NOMcom	NOMB.=s|GENRE=m
la	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=r
commande	commande	VERcjg	MODE=ind|PERS.=3|NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
¶	¶	PONfrt	MORPH=empty
O	ô	INJ	MORPH=empty
prebstres	prêtre	ADJord	NOMB.=p|GENRE=m
prebstres	prêtre	NOMcom	NOMB.=p|GENRE=m
ne	ne	ADVneg	MORPH=empty
vous	vous	PROper	PERS.=2|NOMB.=p
souvient	souvenir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
point	point	ADVneg	NOMB.=s
/	/	VERppe	MORPH=empty
Quand	quand	CONsub	MORPH=empty
faisiez	faire	VERcjg	PERS.=2|NOMB.=p
croyre	croire	VERinf	NOMB.=s|GENRE=m
c'	ce	PROdem	NOMB.=s|GENRE=n
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
erreur	erreur	NOMcom	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
faulx	faux	ADJqua	NOMB.=p|GENRE=m
poinct	point	NOMcom	MORPH=empty
Qu'	que	CONsub	MORPH=empty
en	en	PRE	MORPH=empty
ce	ce	DETdem	NOMB.=s|GENRE=m
petit	petit	ADJqua	NOMB.=s|GENRE=m
armoyre	armoire	VERinf	GENRE=m
Jesus	Jésus	NOMcom	NOMB.=s|GENRE=m
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
en	en	PRE	MORPH=empty
prison	prison	NOMcom	NOMB.=s|GENRE=f
:	:	PONfbl	MORPH=empty
Vous	vous	PROper	PERS.=2|NOMB.=p
nous	nous	PROper	PERS.=1|NOMB.=p
disiez	dire	VERcjg	MODE=ind|TEMPS=ipf|PERS.=2|NOMB.=p
encoire	encoire	NOMcom	NOMB.=s|GENRE=m
/	/	PONTfbl	MORPH=empty
La	le	DETdef	NOMB.=s|GENRE=f
boitte	boîte	NOMcom	NOMB.=s|GENRE=f
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
sa	son	DETpos	PERS.=3|NOMB.=s|GENRE=f
maison	maison	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
¶	¶	PONfrt	MORPH=empty
O	ô	INJ	MORPH=empty
prebstres	prêtre	ADJord	NOMB.=p
.	.	PONfrt	MORPH=empty
p	p	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
voz	votre	DETpos	PERS.=2|NOMB.=p|GENRE=m
erreurs	erreur	NOMcom	NOMB.=p|GENRE=m
sont	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
bien	bien	ADVgen	MORPH=empty
grandz	grand	VERppe	NOMB.=p|GENRE=m
/	/	PONTfbl	MORPH=empty
Que	que	CONsub	MORPH=empty
dieu	dieu	NOMcom	NOMB.=s|GENRE=m
se	se	PROper	PERS.=3
laisse	laisser	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
manger	manger	VERinf	MORPH=empty
a	à	PRE	MORPH=empty
telz	tel	PROind	NOMB.=p|GENRE=m
galandz	galant	VERppe	NOMB.=p|GENRE=m
Aussi	aussi	ADVgen	MORPH=empty
que	que	CONsub	MORPH=empty
entre	entre	PRE	MORPH=empty
voz	votre	DETpos	PERS.=2|NOMB.=p|GENRE=m
mains	main	NOMcom	NOMB.=p|GENRE=f
Il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
faice	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
tant	tant	ADVgen	MORPH=empty
des	un	DETndf	NOMB.=p|GENRE=m
tours	tour	NOMcom	NOMB.=p|GENRE=m
:	:	PONfbl	MORPH=empty
Tant	tant	ADVgen	MORPH=empty
des	un	DETndf	NOMB.=p
dieux	dieu	NOMcom	NOMB.=p|GENRE=m
que	que	CONsub	MORPH=empty
des	un	DETndf	NOMB.=p|GENRE=m
pains	pain	NOMcom	NOMB.=p|GENRE=m
Vous	vous	PROper	PERS.=2|NOMB.=p
mangez	manger	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
tous	tout	DETind	NOMB.=p|GENRE=m
les	le	DETdef	NOMB.=p|GENRE=m
jours	jour	NOMcom	NOMB.=p|GENRE=m
.	.	PONfrt	MORPH=empty
¶	¶	PONfrt	MORPH=empty
O	ô	INJ	MORPH=empty
prebstres	prêtre	ADJord	NOMB.=p|GENRE=m
prebstres	prêtrer	ADJord	NOMB.=p|GENRE=m
lisez	lire	VERcjg	MODE=imp|PERS.=2|NOMB.=p
moy	je	PROper	PERS.=1|NOMB.=s|CAS=i
au	à_le	PRE.DETdef	NOMB.=s|GENRE=m
premier	premier	ADJord	NOMB.=s|GENRE=m
Sainct	saint	ADJqua	NOMB.=s|GENRE=m
Luc	Luc	PROper	NOMB.=p|GENRE=m
aux	à_le	PRE.DETdef	NOMB.=p|GENRE=m
Actes	acte	NOMcom	NOMB.=p|GENRE=m
/	/	PONTfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
sainct	saint	ADJqua	NOMB.=s|GENRE=m
Marc	Marc	NOMpro	NOMB.=s|GENRE=m
au	à_le	PRE.DETdef	NOMB.=s|GENRE=m
dernier	dernier	ADJord	NOMB.=s|GENRE=m
Jesus	Jésus	NOMpro	NOMB.=s|GENRE=m
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
a	à	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
dextre	dextre	NOMcom	NOMB.=s|GENRE=f
Du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
pere	père	NOMcom	NOMB.=s|GENRE=m
tout	tout	ADVgen	NOMB.=s|GENRE=m
puissant	puissant	ADJqua	NOMB.=s|GENRE=m
/	/	PONTfbl	MORPH=empty
Ung	un	NOMpro	NOMB.=s|GENRE=m
jour	jour	NOMcom	NOMB.=s|GENRE=m
doibt	devoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
comparoistre	comparaître	ADJqua	MORPH=empty
Juge	juge	NOMpro	NOMB.=s|GENRE=m
resplendissant	resplendir	VERppa	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
¶	¶	PONfrt	MORPH=empty
O	ô	INJ	MORPH=empty
prebstres	prêtre	ADJord	NOMB.=p|GENRE=m
prebstres	prêtrer	NOMcom	NOMB.=p|GENRE=m
en	en	ADVgen	MORPH=empty
ce	ce	DETdem	NOMB.=s|GENRE=m
jour	jour	NOMcom	NOMB.=s|GENRE=m
l'	il	DETdef	NOMB.=s
attendons	attendre	NOMcom	NOMB.=s|GENRE=m
/	/	PONTfbl	MORPH=empty
Par	par	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
creance	créance	NOMcom	NOMB.=s|GENRE=f
tout	tout	ADVgen	MORPH=empty
ainsi	ainsi	ADVgen	MORPH=empty
l'	il	DETdef	NOMB.=s
entendons	entendre	NOMcom	NOMB.=s|GENRE=m
/	/	PONTfbl	MORPH=empty
Mais	mais	CONcoo	MORPH=empty
vous	vous	PROper	PERS.=2|NOMB.=p
ne	ne	ADVneg	MORPH=empty
l'	il	PROper	PERS.=3|NOMB.=s|CAS=r
etendez	étendre	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
Vostre	votre	DETpos	PERS.=1|NOMB.=s|GENRE=m
cueur	cœur	NOMcom	NOMB.=s|GENRE=m
n'	ne	ADVneg	MORPH=empty
y	y	PROadv	MORPH=empty
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
pas	pas	ADVneg	MORPH=empty
:	:	PONfbl	MORPH=empty
Car	car	CONcoo	MORPH=empty
vous	vous	PROper	PERS.=2|NOMB.=p
ne	ne	ADVneg	MORPH=empty
demandez	demander	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
Qu'	que	CONsub	MORPH=empty
argent	argent	NOMcom	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
bons	bon	ADJqua	NOMB.=p|GENRE=m
repas	repas	NOMcom	NOMB.=p|GENRE=m
.	.	PONfrt	MORPH=empty
¶	¶	PONfrt	MORPH=empty
O	ô	INJ	MORPH=empty
prebstres	prêtre	ADJord	NOMB.=p|GENRE=m
prebstres	prêtre	ADJord	NOMB.=p|GENRE=m
vostre	votre	DETpos	PERS.=2|NOMB.=s|GENRE=m
erreur	erreur	NOMcom	NOMB.=s|GENRE=f
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
predit	prédire	VERppe	NOMB.=s|GENRE=m
L'	le	DETdef	NOMB.=s
evangeliste	évangéliste	NOMcom	NOMB.=s|GENRE=f
sainct	saint	ADJqua	NOMB.=s|GENRE=m
Matthieu	Matthieu	NOMpro	NOMB.=s|GENRE=m
l'	il	PROper	PERS.=3|NOMB.=s|CAS=r
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
escript	écrire	VERppe	NOMB.=x|GENRE=x
/	/	PONTfbl	MORPH=empty
Vous	vous	PROper	PERS.=2|NOMB.=p
estes	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
faulx	faux	ADJqua	NOMB.=p|GENRE=m
prophetes	prophète	NOMcom	NOMB.=p|GENRE=m
Par	par	PRE	MORPH=empty
oeuvres	œuvre	NOMcom	NOMB.=p|GENRE=m
et	et	CONcoo	MORPH=empty
par	par	PRE	MORPH=empty
dictz	dit	NOMcom	NOMB.=p|GENRE=m
/	/	PONTfbl	MORPH=empty
Cecy	ceci	NOMpro	NOMB.=p|GENRE=m
vient	venir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
de	de	PRE	MORPH=empty
voz	votre	DETpos	PERS.=2|NOMB.=p|GENRE=m
testes	tête	NOMcom	NOMB.=p|GENRE=f
/	/	PONTfbl	MORPH=empty
Vous	vous	PROper	PERS.=2|NOMB.=p
nous	nous	PROper	PERS.=1|NOMB.=p
avez	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
seduictz	séduire	VERppe	NOMB.=p|GENRE=m
.	.	PONfrt	MORPH=empty
¶	¶	PONfrt	MORPH=empty
O	ô	INJ	MORPH=empty
prebstres	prêtre	ADJord	NOMB.=p|GENRE=m
prebstres	prêtrer	ADJord	NOMB.=p|GENRE=m
vostre	votre	DETpos	PERS.=2|NOMB.=s|GENRE=f
confession	confession	NOMcom	NOMB.=s|GENRE=f
/	/	PONTfbl	MORPH=empty
Voz	votre	DETpos	PERS.=2|NOMB.=p
penitences	pénitence	NOMcom	NOMB.=p|GENRE=m
ce	ce	PROdem	NOMB.=s|GENRE=n
n'	ne	ADVneg	MORPH=empty
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
qu'	que	CONsub	MORPH=empty
abusion	abusion	NOMcom	NOMB.=s|GENRE=f
/	/	PONTfbl	MORPH=empty
Vous	vous	PROper	PERS.=2|NOMB.=p
estes	être	VERcjg	MODE=ind|TEMPS=pst|NOMB.=p
dieux	dieu	NOMcom	NOMB.=p|GENRE=m
en	en	ADVgen	MORPH=empty
terre	terre	NOMcom	NOMB.=s|GENRE=f
/	/	PONTfbl	MORPH=empty
Les	le	NOMpro	NOMB.=p|GENRE=m
pechez	péché	NOMcom	NOMB.=p
pardonnez	pardonner	VERppe	NOMB.=p|GENRE=m
/	/	PONTfbl	MORPH=empty
Pluye	pluie	NOMpro	NOMB.=s
/	/	PONTfbl	MORPH=empty
vent	vent	NOMcom	NOMB.=p|GENRE=m
/	/	PONTfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
tonnoirre	tonnoire	ADJqua	NOMB.=s|GENRE=m
Dittes	dite	NOMcom	NOMB.=p|GENRE=f
que	que	PROrel	MORPH=empty
gouvernez	gouverner	VERcjg	MODE=ind|PERS.=2|NOMB.=p
.	.	PONfrt	MORPH=empty
¶	¶	PONfrt	MORPH=empty
O	ô	INJ	MORPH=empty
prebstres	prêtre	ADJord	NOMB.=p|GENRE=m
prebstres	prêtrer	NOMcom	NOMB.=p|GENRE=m
ne	ne	ADVneg	MORPH=empty
demandez	demander	VERcjg	MODE=ind|PERS.=2|NOMB.=p
plus	plus	ADVgen	MORPH=empty
dons	don	NOMcom	NOMB.=p
/	/	PONTfbl	MORPH=empty
Pain	pain	NOMcom	NOMB.=s|GENRE=m
/	/	PONTfbl	MORPH=empty
vin	vin	NOMcom	NOMB.=s|GENRE=m
/	/	PONTfbl	MORPH=empty
chandelles	chandelle	ADJqua	NOMB.=p|GENRE=m
/	/	PONTfbl	MORPH=empty
laissez	laisser	VERcjg	MODE=imp|PERS.=2|NOMB.=p
tous	tout	DETind	NOMB.=p|GENRE=m
ces	ce	DETdem	NOMB.=p
pardons	pardon	NOMcom	NOMB.=p|GENRE=m
:	:	PONfbl	MORPH=empty
Car	car	CONcoo	MORPH=empty
vostre	votre	DETpos	PERS.=2|NOMB.=s|GENRE=f
purgatoire	purgatoire	NOMcom	NOMB.=s|GENRE=f
La	le	DETdef	NOMB.=s|GENRE=f
bourse	bourse	NOMcom	NOMB.=s|GENRE=f
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
trop	trop	ADVgen	MORPH=empty
purge	purge	NOMcom	NOMB.=s|GENRE=m
/	/	PONTfbl	MORPH=empty
Jesus	Jésus	NOMpro	NOMB.=s|GENRE=m
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
nostre	notre	DETpos	PERS.=2|NOMB.=s|GENRE=f
gloire	gloire	NOMcom	NOMB.=s|GENRE=f
/	/	PONTfbl	MORPH=empty
Qui	qui	PROrel	MORPH=empty
nous	nous	PROper	PERS.=1|NOMB.=p
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
soulage	soulager	VERppe	NOMB.=x|GENRE=x
.	.	PONfrt	MORPH=empty
¶	¶	PONfrt	MORPH=empty
O	ô	INJ	MORPH=empty
prebstres	prêtre	ADJord	NOMB.=p|GENRE=m
prebstres	prêtrer	NOMcom	NOMB.=p|GENRE=m
il	il	PROimp	PERS.=3|NOMB.=s|GENRE=m|CAS=n
vous	vous	PROper	PERS.=2|NOMB.=p
fault	falloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
travailler	travailler	VERinf	MORPH=empty
Dieu	Dieu	NOMpro	NOMB.=s|GENRE=m
le	il	DETdef	NOMB.=s|GENRE=m
commande	commande	NOMcom	NOMB.=s
/	/	PONTfbl	MORPH=empty
ou	ou	CONcoo	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
vous	vous	PROper	PERS.=2|NOMB.=p
fault	falloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
prescher	prêcher	VERinf	MORPH=empty
Purement	purement	ADVgen	MORPH=empty
sa	son	DETpos	PERS.=3|NOMB.=s|GENRE=f
parolle	parole	NOMcom	NOMB.=s|GENRE=f
/	/	PONTfbl	MORPH=empty
Sans	sans	PRE	MORPH=empty
y	y	PROadv	MORPH=empty
rien	rien	PROind	NOMB.=s
adjouster	ajouter	VERinf	MORPH=empty
:	:	PONfbl	MORPH=empty
Car	car	CONcoo	MORPH=empty
elle	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n
paist	paître	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
et	et	CONcoo	MORPH=empty
saoule	saouler|saoûler	ADJqua	NOMB.=s|GENRE=f
L'	le	DETdef	NOMB.=s
ame	âme	NOMcom	NOMB.=s|GENRE=f
/	/	PONTfbl	MORPH=empty
sans	sans	PRE	MORPH=empty
rien	rien	PROind	NOMB.=s
couster	coûter	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
¶	¶	PONfrt	MORPH=empty
O	ô	INJ	MORPH=empty
prebstres	prêtre	ADJord	NOMB.=p|GENRE=m
prebstres	prêtrer	NOMcom	NOMB.=p|GENRE=m
il	il	PROimp	PERS.=3|NOMB.=s|GENRE=m|CAS=n
vous	vous	PROper	PERS.=2|NOMB.=p
fault	falloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
marier	marier	VERinf	MORPH=empty
/	/	PONTfbl	MORPH=empty
Et	et	CONcoo	MORPH=empty
voz	votre	DETpos	NOMB.=p|GENRE=m
commeres	commère	NOMcom	NOMB.=p|GENRE=f
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
tout	tout	PROind	NOMB.=s|GENRE=m
fault	falloir	VERcjg	NOMB.=s
oublier	oublier	VERinf	MORPH=empty
:	:	PONfbl	MORPH=empty
N'	ne	ADVneg	MORPH=empty
estes	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
vous	vous	PROper	PERS.=2|NOMB.=p
pas	pas	ADVneg	MORPH=empty
infames	infâme	ADJqua	NOMB.=p|GENRE=m
D'	de	PRE	MORPH=empty
avoir	avoir	VERinf	MORPH=empty
vescu	vivre	ADVgen	GENRE=m
ainsi	ainsi	ADVgen	MORPH=empty
:	:	PONfbl	MORPH=empty
Seduictz	séduire	VERcjg	MODE=imp|PERS.=2|NOMB.=p
avez	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
les	le	DETdef	NOMB.=p|GENRE=m
femmes	femme	NOMcom	NOMB.=p|GENRE=f
/	/	PONTfbl	MORPH=empty
Fille	fille	NOMpro	NOMB.=s|GENRE=m
/	/	PONTfbl	MORPH=empty
chambriere	chambrière	VERinf	NOMB.=s
aussi	aussi	ADVgen	MORPH=empty
.	.	PONfrt	MORPH=empty
¶	¶	PONfrt	MORPH=empty
O	ô	INJ	MORPH=empty
prebstres	prêtre	ADJord	NOMB.=p|GENRE=m
prebstres	prêtrer	NOMcom	NOMB.=p|GENRE=m
le	le	DETdef	NOMB.=s|GENRE=m
temps	temps	NOMcom	NOMB.=s|GENRE=m
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
maintenant	maintenant	ADVgen	MORPH=empty
Que	que	CONsub	MORPH=empty
vostre	votre	DETpos	PERS.=2|NOMB.=s|GENRE=f
pape	pape	NOMcom	NOMB.=s|GENRE=m
c'	ce	PROdem	NOMB.=s|GENRE=n
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
antechrist	antéchrist	VERppe	NOMB.=s
meschant	méchant	ADJqua	NOMB.=s|GENRE=m
/	/	PONTfbl	MORPH=empty
Et	et	CONcoo	MORPH=empty
toute	tout	DETind	NOMB.=s|GENRE=f
sa	son	DETpos	PERS.=3|NOMB.=s|GENRE=f
vermine	vermine	NOMcom	NOMB.=s|GENRE=f
/	/	PONTfbl	MORPH=empty
Commence	commencer	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
en	en	ADVgen	MORPH=empty
tout	tout	DETind	NOMB.=s|GENRE=m
lieu	lieu	NOMcom	NOMB.=s|GENRE=m
D'	de	PRE	MORPH=empty
estre	être	VERinf	MORPH=empty
mis	mettre	VERppe	NOMB.=s|GENRE=m
en	en	ADVgen	MORPH=empty
ruyne	ruine	NOMcom	NOMB.=s|GENRE=f
Par	par	PRE	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
glaive	glaive	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
dieu	dieu	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
¶	¶	PONfrt	MORPH=empty
Autre	autre	DETind	NOMB.=s
chanson	chanson	NOMcom	NOMB.=s|GENRE=f
pour	pour	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
conversion	conversion	NOMcom	NOMB.=s|GENRE=f
des	de_le	PRE.DETdef	NOMB.=p|GENRE=f
paovres	pauvre	NOMcom	NOMB.=p|GENRE=f
papistes	papiste	ADJqua	NOMB.=p|GENRE=f
ignorantz	ignorant	ADJqua	NOMB.=p|GENRE=m
qui	qui	PROrel	MORPH=empty
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
bon	bon	ADJqua	NOMB.=s|GENRE=m
vouloir	vouloir	VERinf	MORPH=empty
/	/	PONTfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
mettent	mettre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
peine	peine	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
ouyr	ouïr	VERinf	MORPH=empty
et	et	CONcoo	MORPH=empty
entendre	entendre	VERinf	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
verite	vérité	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=f
evangile	évangile	NOMcom	NOMB.=s|GENRE=f
:	:	PONfbl	MORPH=empty
car	car	CONcoo	MORPH=empty
des	un	PRE.DETdef	NOMB.=p
autres	autre	ADJind	NOMB.=p|GENRE=f
papistes	papiste	ADJqua	NOMB.=p|GENRE=f
