form	lemma	POS	morph
habet	@latin	ETR	MORPH=empty
.	.	PONfrt	MORPH=empty
Hec	@latin	ETR	MORPH=empty
lege	@latin	ETR	MORPH=empty
:	:	PONfbl	MORPH=empty
qui	@latin	ETR	MORPH=empty
vere	@latin	ETR	MORPH=empty
pietatis	@latin	ETR	MORPH=empty
amore	@latin	ETR	MORPH=empty
teneris	@latin	ETR	MORPH=empty
.	.	PONfrt	MORPH=empty
Hoc	@latin	ETR	MORPH=empty
pius	@latin	ETR	MORPH=empty
/	/	PONfbl	MORPH=empty
et	@latin	ETR	MORPH=empty
lecto	@latin	ETR	MORPH=empty
codice	@latin	ETR	MORPH=empty
doctus	@latin	ETR	MORPH=empty
eris	@latin	ETR	MORPH=empty
.	.	PONfrt	MORPH=empty
¶	¶	PONfrt	MORPH=empty
Au	à_le	PRE.DETdef	NOMB.=s|GENRE=m
lecteur	lecteur	NOMcom	NOMB.=s|GENRE=m
Chrestien	chrétien	ADJqua	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Lecteur	lecteur	NOMcom	NOMB.=s|GENRE=m
tu	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=n
vois	voir	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=s
/	/	PONfbl	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=m
faictz	faire	NOMcom	NOMB.=p|GENRE=m
de	de	PRE	MORPH=empty
Jesus	Jésus	NOMpro	NOMB.=s|GENRE=m
Christ	Christ	NOMpro	NOMB.=s|GENRE=m
En	en	PRE	MORPH=empty
ce	ce	DETdem	NOMB.=s|GENRE=m
livret	livret	NOMcom	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
aussi	aussi	ADVgen	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=m
meurs	mœurs	NOMcom	NOMB.=p|GENRE=f
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
pape	pape	NOMcom	NOMB.=s|GENRE=m
Christ	Christ	NOMpro	NOMB.=s|GENRE=m
donne	donner	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
tout	tout	PROind	NOMB.=s|GENRE=m|CAS=r
/	/	PONfbl	MORPH=empty
pour	pour	PRE	MORPH=empty
neant	néant	NOMcom	NOMB.=s|GENRE=m
:	:	PONfbl	MORPH=empty
par	par	PRE	MORPH=empty
son	son	DETpos	PERS.=3|NOMB.=s|GENRE=m
Esprit	esprit	NOMcom	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
Le	le	NOMpro	NOMB.=s|GENRE=m
Pape	pape	NOMcom	NOMB.=s|GENRE=m
non	non	ADVgen	MORPH=empty
:	:	PONfbl	MORPH=empty
mais	mais	CONcoo	MORPH=empty
tout	tout	DETind	NOMB.=s|GENRE=m
bien	bien	NOMcom	NOMB.=s|GENRE=m
prent	prendre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
et	et	CONcoo	MORPH=empty
happe	happer	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
.	.	PONfrt	MORPH=empty
Cum	@latin	ETR	MORPH=empty
privilegio	@latin	ETR	MORPH=empty
Apostolico	@latin	ETR	MORPH=empty
.	.	PONfrt	MORPH=empty
¶	¶	PONfrt	MORPH=empty
A	à	PRE	MORPH=empty
tous	tout	DETind	NOMB.=p|GENRE=m
ceulx	celui	PROdem	NOMB.=p|GENRE=m|CAS=i
qui	qui	PROrel	NOMB.=p|GENRE=m|CAS=n
liront	lire	VERcjg	MODE=ind|TEMPS=fut|PERS.=6|NOMB.=p
Grace	grâce	NOMcom	NOMB.=s|GENRE=f
/	/	PONfbl	MORPH=empty
paix	paix	NOMcom	NOMB.=s|GENRE=f
/	/	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
salut	salut	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
Dieu	Dieu	NOMpro	NOMB.=s|GENRE=m
nostre	notre	DETpos	PERS.=4|NOMB.=s|GENRE=m
pere	père	NOMcom	NOMB.=s|GENRE=m
par	par	PRE	MORPH=empty
nostre	notre	DETpos	PERS.=4|NOMB.=s|GENRE=m
Seigneur	seigneur	NOMcom	NOMB.=s|GENRE=m
Jesus	Jésus	NOMpro	NOMB.=s|GENRE=m
son	son	DETpos	PERS.=3|NOMB.=s|GENRE=m
vray	vrai	ADJqua	NOMB.=s|GENRE=m
filz	fils	NOMcom	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n
soit	être	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
habitant	habitant	NOMcom	NOMB.=s|GENRE=m
au	à_le	PRE.DETdef	NOMB.=s|GENRE=m
coeur	cœur	NOMcom	NOMB.=s|GENRE=m
d'	de	PRE	MORPH=empty
ung	un	DETind	NOMB.=s|GENRE=m
chascun	chacun	PROind	NOMB.=s|GENRE=m|CAS=i
/	/	PONfbl	MORPH=empty
par	par	PRE	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
Sainct	saint	ADJqua	NOMB.=s|GENRE=m
.	.	PONpxx	MORPH=empty
Esperit	esprit	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
LE	le	DETdef	NOMB.=s|GENRE=m
grand	grand	ADJqua	NOMB.=s|GENRE=m
soleil	soleil	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
justice	justice	NOMcom	NOMB.=s|GENRE=f
nostre	notre	DETpos	PERS.=4|NOMB.=s|GENRE=m
Sauveur	sauveur	NOMcom	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
redempteur	redempteur	ADJqua	NOMB.=s|GENRE=m
Jesus	Jésus	NOMpro	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
si	si	ADVgen	MORPH=empty
tres	très	ADVgen	MORPH=empty
clair	clair	ADJqua	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
si	si	ADVgen	MORPH=empty
resplendissant	resplendir	VERppa	NOMB.=s|GENRE=m
qu'	que	CONsub	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
n'	ne	ADVneg	MORPH=empty
y	y	PROadv	MORPH=empty
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
si	si	ADVgen	MORPH=empty
aveugle	aveugle	ADJqua	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
qu'	que	PROrel	NOMB.=s|GENRE=m|CAS=r
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
ne	ne	ADVneg	MORPH=empty
voye	voir	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
bien	bien	ADVgen	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
grosse	gros	ADJqua	NOMB.=s|GENRE=f
difference	différence	NOMcom	NOMB.=s|GENRE=f
entre	entre	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
clarte	clarté	NOMcom	NOMB.=s|GENRE=f
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
Sauveur	sauveur	NOMcom	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=f
grosses	gros	ADJqua	NOMB.=p|GENRE=f
tenebres	ténèbre	NOMcom	NOMB.=p|GENRE=f
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
Pape	pape	NOMcom	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
entre	entre	PRE	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=m
Apostres	apôtre	NOMcom	NOMB.=p|GENRE=m
et	et	CONcoo	MORPH=empty
disciples	disciple	NOMcom	NOMB.=p|GENRE=m
de	de	PRE	MORPH=empty
Jesus	Jésus	NOMpro	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=m
prestres	prêtre	NOMcom	NOMB.=p|GENRE=m
/	/	PONfbl	MORPH=empty
moynes	moine	NOMcom	NOMB.=p|GENRE=m
/	/	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
tous	tout	PROind	NOMB.=p|GENRE=m|CAS=r
aultres	autre	ADJind	NOMB.=p|GENRE=m
de	de	PRE	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=f
estat	état	NOMcom	NOMB.=s|GENRE=m
papisticque	papistique	ADJqua	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Tellement	tellement	ADVgen	MORPH=empty
qu'	que	CONsub	MORPH=empty
on	on	PROind	PERS.=3|NOMB.=s|CAS=n
tiendroit	tenir	VERcjg	MODE=con|PERS.=3|NOMB.=s
a	à	PRE	MORPH=empty
bon	bon	ADJqua	NOMB.=s|GENRE=m
droict	droit	NOMcom	NOMB.=s|GENRE=m
celuy	celui	PROdem	NOMB.=s|GENRE=m|CAS=r
sot	sot	ADJqua	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
fort	fort	ADJqua	NOMB.=s|GENRE=m
despourveu	dépourvoir	VERppe	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
sens	sens	NOMcom	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n
se	se	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
travailleroit	travailler	VERcjg	MODE=con|PERS.=3|NOMB.=s
/	/	PONfbl	MORPH=empty
de	de	PRE	MORPH=empty
monstrer	montrer	VERinf	MORPH=empty
que	que	CONsub	MORPH=empty
Jesus	Jésus	NOMpro	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=m
siens	sien	PROpos	PERS.=3|NOMB.=p|GENRE=m|CAS=n
/	/	PONfbl	MORPH=empty
n'	ne	ADVneg	MORPH=empty
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=6|NOMB.=p
point	point	ADVgen	MORPH=empty
faict	faire	VERppe	NOMB.=x|GENRE=x
comme	comme	CONsub	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
Pape	pape	NOMcom	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=m
siens	sien	PROpos	PERS.=3|NOMB.=p|GENRE=m|CAS=r
.	.	PONfrt	MORPH=empty
Neantmoins	néanmoins	ADVgen	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
charite	charité	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
nostre	notre	DETpos	PERS.=4|NOMB.=s|GENRE=m
Seigneur	seigneur	NOMcom	NOMB.=s|GENRE=m
contrainct	contraindre	VERppe	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
comparer	comparer	VERinf	MORPH=empty
Jesus	Jésus	NOMpro	NOMB.=s|GENRE=m
avec	avec	PRE	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
Pape	pape	NOMcom	NOMB.=s|GENRE=m
:	:	PONfbl	MORPH=empty
non	non	ADVneg	MORPH=empty
point	point	ADVneg	MORPH=empty
pour	pour	PRE	MORPH=empty
affection	affection	NOMcom	NOMB.=s|GENRE=f
mauvaise	mauvais	ADJqua	NOMB.=s|GENRE=f
/	/	PONfbl	MORPH=empty
ou	ou	CONcoo	MORPH=empty
par	par	PRE	MORPH=empty
ire	ire	NOMcom	NOMB.=s|GENRE=f
/	/	PONfbl	MORPH=empty
malevolence	malevolence	NOMcom	NOMB.=s|GENRE=f
ne	ne	ADVneg	MORPH=empty
mal	mal	ADJqua	NOMB.=s|GENRE=m
talent	talent	NOMcom	NOMB.=s|GENRE=m
:	:	PONfbl	MORPH=empty
comme	comme	CONsub	MORPH=empty
nostre	notre	DETpos	PERS.=4|NOMB.=s|GENRE=m
Seigneur	seigneur	NOMcom	NOMB.=s|GENRE=m
scait	savoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
et	et	CONcoo	MORPH=empty
congnoist	connaître	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
/	/	PONfbl	MORPH=empty
lequel	lequel	PROrel	NOMB.=s|GENRE=m|CAS=r
par	par	PRE	MORPH=empty
sa	son	DETpos	PERS.=3|NOMB.=s|GENRE=f
grande	grand	ADJqua	NOMB.=s|GENRE=f
misericorde	miséricorde	NOMcom	NOMB.=s|GENRE=f
vueille	vouloir	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
tous	tout	PROind	NOMB.=p|GENRE=m|CAS=r
illuminer	illuminer	VERinf	MORPH=empty
/	/	PONfbl	MORPH=empty
tant	tant	ADVgen	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
Pape	pape	NOMcom	NOMB.=s|GENRE=m
que	que	PROrel	NOMB.=s|GENRE=m|CAS=r
tous	tout	PROind	NOMB.=p|GENRE=m|CAS=n
Evesques	évêque	NOMcom	NOMB.=p|GENRE=m
/	/	PONfbl	MORPH=empty
prestres	prêtre	NOMcom	NOMB.=p|GENRE=m
/	/	PONfbl	MORPH=empty
moynes	moine	NOMcom	NOMB.=p|GENRE=m
/	/	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
tous	tout	DETind	NOMB.=p|GENRE=m
ceulx	celui	PROdem	NOMB.=p|GENRE=m|CAS=n
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n
tiennent	tenir	VERcjg	MODE=ind|TEMPS=pst|PERS.=6|NOMB.=p
de	de	PRE	MORPH=empty
leur	leur	DETpos	PERS.=3|NOMB.=s|GENRE=m
part	part	NOMcom	NOMB.=s|GENRE=f
:	:	PONfbl	MORPH=empty
affin	afin	CONsub	MORPH=empty
que	que	CONsub	MORPH=empty
ilz	il	PROper	PERS.=6|NOMB.=p|GENRE=m|CAS=n
croyent	croire	VERcjg	MODE=ind|TEMPS=pst|PERS.=6|NOMB.=p
et	et	CONcoo	MORPH=empty
suyvent	suivre	VERcjg	MODE=ind|TEMPS=pst|PERS.=6|NOMB.=p
la	le	DETdef	NOMB.=s|GENRE=f
parolle	parole	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
Dieu	Dieu	NOMpro	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
estans	être	VERppa	NOMB.=p|GENRE=m
sains	sain	ADJqua	NOMB.=p|GENRE=m
en	en	ADVgen	MORPH=empty
foy	foi	NOMcom	NOMB.=s|GENRE=f
et	et	CONcoo	MORPH=empty
vivans	vivre	VERppa	NOMB.=p|GENRE=m
tous	tout	DETind	NOMB.=p|GENRE=m
purement	purement	ADVgen	MORPH=empty
.	.	PONfrt	MORPH=empty
Car	car	CONcoo	MORPH=empty
ne	ne	ADVneg	MORPH=empty
desirons	désirer	VERcjg	MODE=ind|TEMPS=pst|PERS.=4|NOMB.=p
que	que	CONsub	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
salut	salut	NOMcom	NOMB.=s|GENRE=m
d'	de	PRE	MORPH=empty
ung	un	NOMcom	NOMB.=s|GENRE=m
chascun	chacun	PROind	NOMB.=s|GENRE=m|CAS=i
:	:	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
que	que	CONsub	MORPH=empty
tous	tout	PROind	NOMB.=p|GENRE=m|CAS=n
viennent	venir	VERcjg	MODE=ind|TEMPS=pst|PERS.=6|NOMB.=p
a	à	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
congnoissance	connaissance	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
verite	vérité	NOMcom	NOMB.=s|GENRE=f
/	/	PONfbl	MORPH=empty
priant	prier	VERppa	NOMB.=p|GENRE=m
tous	tout	PROind	NOMB.=p|GENRE=m|CAS=n
qui	qui	PROrel	NOMB.=p|GENRE=m|CAS=n
ce	ce	DETdem	NOMB.=s|GENRE=m
livre	livre	NOMcom	NOMB.=s|GENRE=m
liront	lire	VERcjg	MODE=ind|TEMPS=fut|PERS.=6|NOMB.=p
/	/	PONfbl	MORPH=empty
qu'	que	CONsub	MORPH=empty
ilz	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n
prient	prier	VERcjg	MODE=sub|TEMPS=pst|PERS.=6|NOMB.=p
nostre	notre	DETpos	PERS.=4|NOMB.=s|GENRE=m
Seigneur	seigneur	NOMcom	NOMB.=s|GENRE=m
pour	pour	PRE	MORPH=empty
tous	tout	PROind	NOMB.=p|GENRE=m|CAS=i
de	de	PRE	MORPH=empty
coeur	cœur	NOMcom	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
d'	de	PRE	MORPH=empty
affection	affection	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
tout	tout	ADVgen	MORPH=empty
certain	certain	ADJqua	NOMB.=s|GENRE=m
que	que	CONsub	MORPH=empty
tout	tout	DETind	NOMB.=s|GENRE=m
le	le	DETdef	NOMB.=s|GENRE=m
monde	monde	NOMcom	NOMB.=s|GENRE=m
crie	crier	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
contre	contre	PRE	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
Pape	pape	NOMcom	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
son	son	DETpos	PERS.=3|NOMB.=s|GENRE=m
esglise	église	NOMcom	NOMB.=s|GENRE=f
/	/	PONfbl	MORPH=empty
a	à	PRE	MORPH=empty
cause	cause	NOMcom	NOMB.=s|GENRE=f
des	de_le	DETndf	NOMB.=p|GENRE=f
paovretez	pauvreté	NOMcom	NOMB.=p|GENRE=f
et	et	CONcoo	MORPH=empty
ordures	ordure	NOMcom	NOMB.=p|GENRE=f
qui	qui	PROrel	NOMB.=p|GENRE=f|CAS=n
y	y	PROadv	MORPH=empty
sont	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=6|NOMB.=p
:	:	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
n'	ne	ADVneg	MORPH=empty
y	y	PROadv	MORPH=empty
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
personne	personne	PROind	NOMB.=s|GENRE=f
qui	qui	PROrel	NOMB.=s|GENRE=f|CAS=n
ne	ne	ADVneg	MORPH=empty
blasme	blâmer	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
et	et	CONcoo	MORPH=empty
condemne	condamner	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
ce	ce	DETdem	NOMB.=s|GENRE=m
paovre	pauvre	ADJqua	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
mauldit	maudit	ADJqua	NOMB.=s|GENRE=m
estat	état	ADJqua	NOMB.=s|GENRE=m
ou	ou	CONcoo	MORPH=empty
ouvertement	ouvertement	ADVgen	MORPH=empty
de	de	PRE	MORPH=empty
bouche	bouche	NOMcom	NOMB.=s|GENRE=f
/	/	PONfbl	MORPH=empty
ou	ou	CONcoo	MORPH=empty
secretement	secrètement	ADVgen	MORPH=empty
en	en	ADVgen	MORPH=empty
son	son	DETpos	PERS.=3|NOMB.=s|GENRE=m
coeur	cœur	NOMcom	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
mesme	même	ADJind	NOMB.=s|GENRE=m
le	le	DETdef	NOMB.=s|GENRE=m
Pape	pape	NOMcom	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=m
siens	sien	PROpos	PERS.=3|NOMB.=p|GENRE=m|CAS=r
se	se	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
congnoissent	connaître	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
telz	tel	PROind	NOMB.=p|GENRE=m|CAS=n
/	/	PROcar	MORPH=empty
qu'	que	PROrel	NOMB.=p|GENRE=m|CAS=n
ilz	il	PROper	PERS.=6|NOMB.=p|GENRE=m|CAS=n
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=6|NOMB.=p
honte	honte	NOMcom	NOMB.=s|GENRE=f
d'	de	PRE	MORPH=empty
eulx	il	PROper	PERS.=6|NOMB.=p|GENRE=m|CAS=i
mesmes	même	ADJind	NOMB.=p|GENRE=m
/	/	PONfbl	MORPH=empty
ne	ne	ADVneg	MORPH=empty
cerchant	chercher	VERppa	NOMB.=p|GENRE=m
que	que	CONsub	MORPH=empty
se	se	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
cacher	cacher	VERinf	MORPH=empty
/	/	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
aucunement	aucunement	ADVgen	MORPH=empty
soy	se	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
entretenir	entretenir	VERinf	MORPH=empty
/	/	PONfbl	MORPH=empty
par	par	PRE	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
moyen	moyen	NOMcom	NOMB.=s|GENRE=m
des	de_le	PRE.DETdef	NOMB.=p|GENRE=m
princes	prince	NOMcom	NOMB.=p|GENRE=m
et	et	CONcoo	MORPH=empty
des	de_le	PRE.DETdef	NOMB.=p
officiers	officier	NOMcom	NOMB.=p|GENRE=m
/	/	PONfbl	MORPH=empty
qui	qui	PROrel	NOMB.=p|GENRE=m|CAS=n
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=6|NOMB.=p
puissance	puissance	NOMcom	NOMB.=s|GENRE=f
sur	sur	PRE	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=m
corps	corps	NOMcom	NOMB.=p|GENRE=m
/	/	PONfbl	MORPH=empty
tachans	tachant	VERppa	NOMB.=p|GENRE=m
de	de	PRE	MORPH=empty
destruire	détruire	VERinf	MORPH=empty
ceulx	celui	PROdem	NOMB.=p|GENRE=m|CAS=n
qui	qui	PROrel	NOMB.=p|GENRE=m|CAS=n
monstrent	montrer	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p
leur	leur	DETpos	PERS.=6|NOMB.=s|GENRE=m
estat	état	NOMcom	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
a	à	PRE	MORPH=empty
ce	ce	PROdem	NOMB.=s|GENRE=n|CAS=i
par	par	PRE	MORPH=empty
tous	tout	DETind	NOMB.=p|GENRE=m
moyens	moyen	NOMcom	NOMB.=p|GENRE=m
qu'	que	CONsub	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
possible	possible	ADJqua	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
penser	penser	VERinf	MORPH=empty
travaillent	travailler	VERcjg	MODE=ind|TEMPS=pst|PERS.=6|NOMB.=p
par	par	PRE	MORPH=empty
legatz	légat	NOMcom	NOMB.=p|GENRE=m
/	/	PONfbl	MORPH=empty
messagiers	messager	NOMcom	NOMB.=p|GENRE=m
/	/	PONfbl	MORPH=empty
dons	don	NOMcom	NOMB.=p|GENRE=m
/	/	PONfbl	MORPH=empty
promesses	promesse	NOMcom	NOMB.=p|GENRE=f
/	/	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
aultres	autre	ADJqua	NOMB.=p|GENRE=f
voyes	voie	NOMcom	NOMB.=p|GENRE=f
.	.	PONfrt	MORPH=empty
Mais	mais	CONcoo	MORPH=empty
par	par	PRE	MORPH=empty
cecy	ceci	PROdem	NOMB.=s|GENRE=n|CAS=i
n'	ne	ADVneg	MORPH=empty
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
congneue	connaître	VERppe	NOMB.=s|GENRE=f
la	le	DETdef	NOMB.=s|GENRE=f
racine	racine	NOMcom	NOMB.=s|GENRE=f
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
