form	lemma	POS	morph
.	.	PONfrt	MORPH=empty
Sainct	saint	ADJqua	NOMB.=s|GENRE=m
Jehan	Jean	NOMpro	NOMB.=s|GENRE=m
au	à_le	PRE.DETdef	NOMB.=s|GENRE=m
douziesme	douzième	ADJord	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
¶	¶	PONfrt	MORPH=empty
Jesus	Jésus	NOMpro	NOMB.=s|GENRE=m
dit	dire	VERppe	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
:	:	PONfbl	MORPH=empty
Qui	qui	PROint	MORPH=empty
me	je	PROper	PERS.=1|NOMB.=s|CAS=r
desprise	dépriser	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
/	/	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
ne	ne	ADVneg	MORPH=empty
receoit	recevoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
mes	mon	DETpos	PERS.=1|NOMB.=p|GENRE=f
parolles	parole	NOMcom	NOMB.=p|GENRE=f
/	/	PONfbl	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
qui	qui	PROrel	NOMB.=s|GENRE=f|CAS=n
le	le	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
juge	juge	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
.	.	PONfrt	MORPH=empty
Ma	mon	DETpos	PERS.=1|NOMB.=s|GENRE=f
parolle	parole	NOMcom	NOMB.=s|GENRE=f
laquelle	lequel	PROrel	NOMB.=s|GENRE=f|CAS=n
j'	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
ay	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
parle	parler	VERppe	NOMB.=x|GENRE=x
/	/	PONfbl	MORPH=empty
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
jugera	juger	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
au	à_le	PRE.DETdef	NOMB.=s|GENRE=m
dernier	dernier	ADJord	NOMB.=s|GENRE=m
jour	jour	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Chrestiens	chrétien	NOMpro	NOMB.=p|GENRE=m
ne	ne	ADVneg	MORPH=empty
vous	vous	PROper	PERS.=5|NOMB.=p|GENRE=m|CAS=n
arrestez	arrêter	VERcjg	MODE=imp|PERS.=5|NOMB.=p
au	à_le	PRE.DETdef	NOMB.=s|GENRE=m
jugement	jugement	NOMcom	NOMB.=s|GENRE=m
que	que	CONsub	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=m
prebstres	prêtre	NOMcom	NOMB.=p|GENRE=m
donneront	donner	VERcjg	MODE=ind|TEMPS=fut|PERS.=6|NOMB.=p
de	de	PRE	MORPH=empty
ce	ce	DETdem	NOMB.=s|GENRE=m
livre	livre	NOMcom	NOMB.=s|GENRE=m
:	:	PONfbl	MORPH=empty
car	car	CONcoo	MORPH=empty
ilz	il	PROper	PERS.=6|NOMB.=p|GENRE=m|CAS=n
sont	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=6|NOMB.=p
aveugles	aveugle	ADJqua	NOMB.=p|GENRE=m
et	et	CONcoo	MORPH=empty
conducteurs	conducteur	NOMcom	NOMB.=p|GENRE=m
d'	de	PRE	MORPH=empty
aveugles	aveugle	NOMcom	NOMB.=p|GENRE=m
.	.	PONfrt	MORPH=empty
A	à	PRE	MORPH=empty
tous	tout	DETind	NOMB.=p|GENRE=m
ceulx	celui	PROdem	NOMB.=p|GENRE=m
qui	qui	PROrel	NOMB.=p|GENRE=m|CAS=n
ayment	aimer	VERcjg	MODE=ind|TEMPS=pst|PERS.=6|NOMB.=p
nostre	notre	DETpos	PERS.=4|NOMB.=s|GENRE=m
Seigneur	seigneur	NOMcom	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=6|NOMB.=p
desir	désir	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
congnoistre	connaître	VERinf	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
verite	vérité	NOMcom	NOMB.=s|GENRE=f
:	:	PONfbl	MORPH=empty
Salut	salut	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
EN	en	PRE	MORPH=empty
ce	ce	DETdem	NOMB.=s|GENRE=m
temps	temps	NOMcom	NOMB.=s|GENRE=m
auquel	à_lequel	PROrel	NOMB.=s|GENRE=m|CAS=i
il	il	PROper	PERS.=3|NOMB.=s|GENRE=n|CAS=n
plaict	plaire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
a	à	PRE	MORPH=empty
nostre	notre	DETpos	PERS.=4|NOMB.=s|GENRE=m
Seigneur	seigneur	NOMcom	NOMB.=s|GENRE=m
reveler	révéler	VERinf	MORPH=empty
sa	son	DETpos	PERS.=3|NOMB.=s|GENRE=f
saincte	saint	ADJqua	NOMB.=s|GENRE=f
clarte	clarté	NOMcom	NOMB.=s|GENRE=f
et	et	CONcoo	MORPH=empty
lumiere	lumière	NOMcom	NOMB.=s|GENRE=f
sur	sur	PRE	MORPH=empty
ceulx	celui	PROdem	NOMB.=p|GENRE=m|CAS=i
qui	qui	PROrel	NOMB.=p|GENRE=m|CAS=n
estoient	être	VERcjg	MODE=ind|TEMPS=ipf|PERS.=6|NOMB.=p
es	en_le	PRE	MORPH=empty
tres	très	ADVgen	MORPH=empty
profondes	profond	ADJqua	NOMB.=p|GENRE=f
tenebres	ténèbre	NOMcom	NOMB.=p|GENRE=f
/	/	PONfbl	MORPH=empty
plus	plus	ADVgen	MORPH=empty
grandes	grand	ADJqua	NOMB.=p|GENRE=f
que	que	CONsub	MORPH=empty
celles	celui	PROdem	NOMB.=p|GENRE=f|CAS=r
qu'	que	PROrel	MORPH=empty
on	on	PROind	PERS.=3|NOMB.=s|CAS=n
attouchoit	attoucher	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
et	et	CONcoo	MORPH=empty
tastoit	tâter	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
en	en	ADVgen	MORPH=empty
Egypte	Égypte	NOMpro	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Plusieurs	plusieurs	PROind	NOMB.=p|GENRE=m|CAS=n
sont	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=6|NOMB.=p
qui	qui	PROrel	NOMB.=p|GENRE=m|CAS=n
ne	ne	ADVneg	MORPH=empty
peuvent	pouvoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=6|NOMB.=p
croire	croire	VERinf	MORPH=empty
avoir	avoir	VERinf	MORPH=empty
este	este	VERppe	NOMB.=x|GENRE=x
en	en	ADVgen	MORPH=empty
telles	tel	DETind	NOMB.=p|GENRE=f
tenebres	ténèbre	NOMcom	NOMB.=p|GENRE=f
/	/	PONfbl	MORPH=empty
neantmoins	néanmoins	ADVgen	MORPH=empty
tous	tout	PROind	NOMB.=p|GENRE=m|CAS=n
confessent	confesser	VERcjg	MODE=ind|TEMPS=pst|PERS.=6|NOMB.=p
bien	bien	ADVgen	MORPH=empty
qu'	que	CONsub	MORPH=empty
il	il	PROimp	PERS.=3|NOMB.=s|GENRE=n|CAS=n
y	y	PROadv	MORPH=empty
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
fort	fort	ADVgen	MORPH=empty
a	à	PRE	MORPH=empty
dire	dire	VERinf	MORPH=empty
sus	sus	PRE	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=m
estat	état	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
ceulx	celui	PROdem	NOMB.=p|GENRE=m|CAS=i
qui	qui	PROrel	NOMB.=p|GENRE=m|CAS=n
doivent	devoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=6|NOMB.=p
estre	être	VERinf	MORPH=empty
le	le	DETdef	PERS.=3|NOMB.=s|GENRE=m
mirouer	miroir	NOMcom	NOMB.=s|GENRE=m
des	de_le	PRE.DETdef	NOMB.=p|GENRE=m
autres	autre	ADJind	NOMB.=p|GENRE=m
/	/	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
qu'	que	CONsub	MORPH=empty
ilz	il	PROper	PERS.=6|NOMB.=p|GENRE=m|CAS=n
n'	ne	ADVneg	MORPH=empty
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=6|NOMB.=p
faict	faire	VERppe	NOMB.=x|GENRE=x
leur	leur	DETpos	PERS.=6|NOMB.=s|GENRE=f
office	office	NOMcom	NOMB.=s|GENRE=f
deument	dument	ADVgen	MORPH=empty
.	.	PONfrt	MORPH=empty
Mais	mais	CONcoo	MORPH=empty
de	de	PRE	MORPH=empty
congnoistre	connaître	VERinf	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
principale	principal	ADJqua	NOMB.=s|GENRE=f
cause	cause	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=f
erreur	erreur	NOMcom	NOMB.=s|GENRE=f
:	:	PONfbl	MORPH=empty
ilz	il	PROper	PERS.=6|NOMB.=p|GENRE=m|CAS=n
ne	ne	ADVneg	MORPH=empty
peuvent	pouvoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=6|NOMB.=p
a	à	PRE	MORPH=empty
cause	cause	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
grosse	gros	ADJqua	NOMB.=s|GENRE=f
cecite	cécite	NOMcom	NOMB.=s|GENRE=f
/	/	PONfbl	MORPH=empty
trouble	trouble	NOMcom	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
barbouillement	barbouillement	NOMcom	NOMB.=s|GENRE=m
duquel	de_lequel	PROrel	NOMB.=s|GENRE=m|CAS=i
le	le	DETdef	NOMB.=s|GENRE=m
monde	monde	NOMcom	NOMB.=s|GENRE=m
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
este	être	VERppe	NOMB.=x|GENRE=x
environne	environner	VERppe	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
enveloppe	envelopper	VERppe	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
ne	ne	ADVneg	MORPH=empty
povans	pouvoir	VERppa	NOMB.=s|GENRE=m
entendre	entendre	VERinf	MORPH=empty
ne	ni	ADVneg	MORPH=empty
croire	croire	VERinf	MORPH=empty
qu'	que	CONsub	MORPH=empty
il	il	PROimp	PERS.=3|NOMB.=s|GENRE=n|CAS=n
ayt	avoir	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
este	este	VERppe	NOMB.=x|GENRE=x
possible	possible	ADJqua	NOMB.=s|GENRE=m
que	que	CONsub	MORPH=empty
tout	tout	PROind	NOMB.=s|GENRE=m|CAS=n
ayt	avoir	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
este	être	VERppe	NOMB.=x|GENRE=x
si	si	ADVgen	MORPH=empty
fort	fort	ADVgen	MORPH=empty
change	changer	VERppe	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
gaste	gâter	VERppe	NOMB.=s|GENRE=m
:	:	PONfbl	MORPH=empty
tellement	tellement	ADVgen	MORPH=empty
qu'	que	CONsub	MORPH=empty
il	il	PROimp	PERS.=3|NOMB.=s|GENRE=n|CAS=n
n'	ne	ADVneg	MORPH=empty
y	y	PROadv	MORPH=empty
soit	être	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
rien	rien	PROind	NOMB.=s
demoure	demeurer	VERppe	NOMB.=s|GENRE=m
pur	pur	ADJqua	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
ainsi	ainsi	ADVgen	MORPH=empty
qu'	que	CONsub	MORPH=empty
il	il	PROimp	PERS.=3|NOMB.=s|GENRE=n|CAS=n
doibt	devoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
estre	être	VERinf	MORPH=empty
:	:	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
qu'	que	CONsub	MORPH=empty
il	il	PROimp	PERS.=3|NOMB.=s|GENRE=n|CAS=n
ne	ne	ADVneg	MORPH=empty
pourroit	pouvoir	VERcjg	MODE=con|PERS.=3|NOMB.=s
estre	être	VERinf	MORPH=empty
que	que	CONsub	MORPH=empty
en	en	ADVgen	MORPH=empty
si	si	ADVgen	MORPH=empty
long	long	ADJqua	NOMB.=s|GENRE=m
temps	temps	NOMcom	NOMB.=s|GENRE=m
il	il	PROimp	PERS.=3|NOMB.=s|GENRE=n|CAS=n
n'	ne	ADVneg	MORPH=empty
y	y	PROadv	MORPH=empty
eust	avoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
quelcun	quelqu'un	PROind	NOMB.=s|GENRE=m|CAS=r
contredisant	contredisant	VERppa	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
ayant	avoir	VERppa	NOMB.=x|GENRE=x
quelque	quelque	DETind	NOMB.=s|GENRE=f
congnoissance	connaissance	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
verite	vérité	NOMcom	NOMB.=s|GENRE=f
:	:	PONfbl	MORPH=empty
veu	voir	VERppe	NOMB.=s|GENRE=m
que	que	CONsub	MORPH=empty
tant	tant	ADVgen	MORPH=empty
de	de	PRE	MORPH=empty
miracles	miracle	NOMcom	NOMB.=p|GENRE=m
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=6|NOMB.=p
este	être	VERppe	NOMB.=x|GENRE=x
faictz	faire	VERppe	NOMB.=p|GENRE=m
/	/	PONfbl	MORPH=empty
tant	tant	ADVgen	MORPH=empty
de	de	PRE	MORPH=empty
grandz	grand	ADJqua	NOMB.=p|GENRE=m
temples	temple	NOMcom	NOMB.=p|GENRE=m
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=6|NOMB.=p
este	être	VERppe	NOMB.=p|GENRE=m
eslevez	élever	VERppe	NOMB.=p|GENRE=m
/	/	PONfbl	MORPH=empty
tant	tant	ADVgen	MORPH=empty
de	de	PRE	MORPH=empty
religions	religion	NOMcom	NOMB.=p|GENRE=f
fondees	fonder	VERppe	NOMB.=p|GENRE=f
ou	ou	CONcoo	MORPH=empty
innumerables	innumérable	ADJqua	NOMB.=p|GENRE=f
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=6|NOMB.=p
vescu	vivre	VERppe	NOMB.=p|GENRE=m
:	:	PONfbl	MORPH=empty
lesquelz	lequel	PROrel	NOMB.=p|GENRE=m|CAS=r
on	on	PROind	PERS.=3|NOMB.=s|CAS=n
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
estime	estimer	VERppe	NOMB.=x|GENRE=x
plus	plus	ADVgen	MORPH=empty
que	que	CONsub	MORPH=empty
sainctz	saint	ADJqua	NOMB.=p|GENRE=m
.	.	PONfrt	MORPH=empty
Car	car	CONcoo	MORPH=empty
ceulx	celui	PROdem	NOMB.=p|GENRE=m|CAS=n
qui	qui	PROrel	NOMB.=p|GENRE=m|CAS=n
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=6|NOMB.=p
este	este	VERppe	NOMB.=x|GENRE=x
reputez	réputer	VERppe	NOMB.=p|GENRE=m
les	le	DETdef	NOMB.=p|GENRE=m
plus	plus	ADVgen	MORPH=empty
gens	gens	NOMcom	NOMB.=p|GENRE=f
de	de	PRE	MORPH=empty
bien	bien	NOMcom	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=6|NOMB.=p
tousjours	toujours	ADVgen	MORPH=empty
tache	tâcher	VERppe	NOMB.=x|GENRE=x
les	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r
avancer	avancer	VERinf	MORPH=empty
et	et	CONcoo	MORPH=empty
honnorer	honorer	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
Entendez	entendre	VERcjg	MODE=imp|PERS.=5|NOMB.=p
tous	tout	DETind	NOMB.=p|GENRE=m
ceulx	celui	PROdem	NOMB.=p|GENRE=f|CAS=r
qui	qui	PROrel	NOMB.=p|GENRE=m|CAS=n
aymez	aimer	VERcjg	MODE=ind|TEMPS=pst|PERS.=5|NOMB.=p
verite	vérité	NOMcom	NOMB.=s|GENRE=f
:	:	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
ne	ne	ADVneg	MORPH=empty
vous	vous	PROper	PERS.=5|NOMB.=p|GENRE=m|CAS=n
fondez	fonder	VERcjg	MODE=imp|PERS.=5|NOMB.=p
en	en	PRE	MORPH=empty
voz	votre	DETpos	NOMB.=p|GENRE=m
entendemens	entendement	NOMcom	NOMB.=p|GENRE=m
/	/	PONfbl	MORPH=empty
sagesse	sagesse	NOMcom	NOMB.=s|GENRE=f
/	/	PONfbl	MORPH=empty
raison	raison	NOMcom	NOMB.=s|GENRE=f
/	/	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
prudence	prudence	NOMcom	NOMB.=s|GENRE=f
:	:	PONfbl	MORPH=empty
mais	mais	CONcoo	MORPH=empty
en	en	PRE	MORPH=empty
Dieu	Dieu	NOMpro	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
duquel	de_lequel	PROrel	NOMB.=s|GENRE=m|CAS=i
le	le	DETdef	NOMB.=s|GENRE=m
propos	propos	NOMcom	NOMB.=s|GENRE=m
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
immuable	immuable	ADJqua	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
ce	ce	PROdem	NOMB.=s|GENRE=n|CAS=r
qu'	que	PROrel	NOMB.=s|GENRE=n|CAS=r
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
dit	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
ne	ne	ADVneg	MORPH=empty
peult	pouvoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
estre	être	VERinf	MORPH=empty
autrement	autrement	ADVgen	MORPH=empty
.	.	PONfrt	MORPH=empty
Il	il	PROimp	PERS.=3|NOMB.=s|GENRE=n|CAS=n
fault	falloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
que	que	CONsub	MORPH=empty
tout	tout	DETind	NOMB.=s|GENRE=m
ce	ce	PROdem	NOMB.=s|GENRE=n
qu'	que	PROrel	NOMB.=s|GENRE=m|CAS=r
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
predict	prédire	VERppe	NOMB.=s|GENRE=m
par	par	PRE	MORPH=empty
ses	son	DETpos	PERS.=3|NOMB.=p|GENRE=m
serviteurs	serviteur	NOMcom	NOMB.=p|GENRE=m
advienne	advenir	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
.	.	PONfrt	MORPH=empty
Regardez	regarder	VERcjg	MODE=imp|PERS.=5|NOMB.=p
l'	le	DETdef	NOMB.=s|GENRE=f
escripture	écriture	NOMcom	NOMB.=s|GENRE=f
/	/	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
vous	vous	PROper	PERS.=5|NOMB.=p|GENRE=m|CAS=n
trouverez	trouver	VERcjg	MODE=ind|TEMPS=fut|PERS.=5|NOMB.=p
que	que	CONsub	MORPH=empty
tout	tout	PROind	NOMB.=s|GENRE=m|CAS=n
devoit	devoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
advenir	advenir	VERinf	MORPH=empty
ainst	ainsi	VERcjg	MORPH=empty
qu'	que	CONsub	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
este	être	VERppe	NOMB.=x|GENRE=x
/	/	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
telle	tel	DETind	NOMB.=s|GENRE=f
seduction	séduction	NOMcom	NOMB.=s|GENRE=f
devoit	devoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
venir	venir	VERinf	MORPH=empty
/	/	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
que	que	CONsub	MORPH=empty
tout	tout	PROind	NOMB.=s|GENRE=m|CAS=n
devoit	devoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
estre	être	VERinf	MORPH=empty
gaste	gâter	VERppe	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
destruit	détruire	VERppe	NOMB.=s|GENRE=m
plus	plus	ADVgen	MORPH=empty
qu'	que	CONsub	MORPH=empty
on	on	PROind	PERS.=3|NOMB.=s|CAS=n
ne	ne	ADVneg	MORPH=empty
pourroit	pouvoir	VERcjg	MODE=con|PERS.=3|NOMB.=s
croire	croire	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
Or	or	CONcoo	MORPH=empty
voyez	voir	VERcjg	MODE=imp|PERS.=5|NOMB.=p
vous	vous	PROper	PERS.=5|NOMB.=p|GENRE=m|CAS=n
dont	dont	PROrel	NOMB.=s|GENRE=m|CAS=i
il	il	PROimp	PERS.=3|NOMB.=s|GENRE=n|CAS=n
vient	venir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
que	que	CONsub	MORPH=empty
vous	vous	PROper	PERS.=5|NOMB.=p|GENRE=m|CAS=n
ne	ne	ADVneg	MORPH=empty
povez	pouvoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=5|NOMB.=p
croire	croire	VERinf	MORPH=empty
que	que	CONsub	MORPH=empty
si	si	ADVgen	MORPH=empty
grande	grand	ADJqua	NOMB.=s|GENRE=f
tromperie	tromperie	NOMcom	NOMB.=s|GENRE=f
ayt	avoir	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
obtenu	obtenir	VERppe	NOMB.=x|GENRE=x
et	et	CONcoo	MORPH=empty
regne	régner	VERppe	NOMB.=x|GENRE=x
.	.	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
en	en	ADVgen	MORPH=empty
regardant	regarder	VERppa	NOMB.=s|GENRE=m
la	le	DETdef	NOMB.=s|GENRE=f
saincte	saint	ADJqua	NOMB.=s|GENRE=f
escripture	écriture	NOMcom	NOMB.=s|GENRE=f
plus	plus	ADVgen	MORPH=empty
en	en	ADVgen	MORPH=empty
congnoistrez	connaître	VERcjg	MODE=ind|TEMPS=fut|PERS.=5|NOMB.=p
par	par	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
revelation	révélation	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
Dieu	Dieu	NOMpro	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Mais	mais	CONcoo	MORPH=empty
donnez	donner	VERcjg	MODE=imp|PERS.=5|NOMB.=p
vous	vous	PROper	PERS.=5|NOMB.=p|GENRE=m|CAS=i
garde	garde	NOMcom	NOMB.=s|GENRE=f
en	en	PRE	MORPH=empty
la	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=r
lisant	lire	VERppa	NOMB.=x|GENRE=x
/	/	PONfbl	MORPH=empty
que	que	PROrel	MORPH=empty
ne	ne	ADVneg	MORPH=empty
la	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=r
tirez	tirer	VERcjg	MODE=imp|PERS.=5|NOMB.=p
a	à	PRE	MORPH=empty
vostre	votre	DETpos	PERS.=5|NOMB.=s|GENRE=m
sens	sens	NOMcom	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
la	le	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=r
faisant	faire	VERppa	NOMB.=p|GENRE=m
servir	servir	VERinf	MORPH=empty
a	à	PRE	MORPH=empty
voz	votre	DETpos	PERS.=5|NOMB.=p|GENRE=f
affections	affection	NOMcom	NOMB.=p|GENRE=f
en	en	ADVgen	MORPH=empty
