form	lemma	POS	morph
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
sententie	sentencier	VERppe	NOMB.=x|GENRE=x
merveilleusement	merveilleusement	ADVgen	MORPH=empty
au	à_le	PRE.DETdef	NOMB.=s|GENRE=m
proffit	profit	NOMcom	NOMB.=s|GENRE=m
des	de_le	PRE.DETdef	NOMB.=p|GENRE=f
parties	partie	NOMcom	NOMB.=p|GENRE=f
/	/	PONfbl	MORPH=empty
come	comme	CONsub	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
appert	apparaître	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
en	en	PRE	MORPH=empty
ses	son	DETpos	PERS.=3|NOMB.=p|GENRE=f
Annales	annale	NOMcom	NOMB.=p|GENRE=f
et	et	CONcoo	MORPH=empty
Cronicques	chronique	NOMpro	NOMB.=p|GENRE=f
.	.	PONfrt	MORPH=empty
Dieu	Dieu	NOMpro	NOMB.=s|GENRE=m
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
tousjours	toujours	ADVgen	MORPH=empty
en	en	ADVgen	MORPH=empty
soit	être	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
loue	loue	VERppe	NOMB.=x|GENRE=x
.	.	PONfrt	MORPH=empty
Amen	amen	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
¶	¶	PRE	MORPH=empty
Cy	ici	ADVgen	MORPH=empty
commence	commencer	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
le	le	DETdef	NOMB.=s|GENRE=m
livre	livre	NOMcom	NOMB.=s|GENRE=m
des	de_le	PRE.DETdef	NOMB.=p|GENRE=m
marchans	marchand	NOMcom	NOMB.=p|GENRE=m
.	.	PONfrt	MORPH=empty
EStat	état	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
marchandise	marchandise	NOMcom	NOMB.=s|GENRE=f
/	/	PONfbl	MORPH=empty
pour	pour	PRE	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
temps	temps	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
ceste	ce	DETdem	NOMB.=s|GENRE=f
vie	vie	NOMcom	NOMB.=s|GENRE=f
mortelle	mortel	ADJqua	NOMB.=s|GENRE=f
/	/	PONfbl	MORPH=empty
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
tant	tant	ADVgen	MORPH=empty
necessaire	nécessaire	ADJqua	NOMB.=s|GENRE=m
que	que	CONsub	MORPH=empty
sans	sans	PRE	MORPH=empty
iceluy	icelui	PROdem	PERS.=3|NOMB.=s|GENRE=m|CAS=i
bonnement	bonnement	ADVgen	MORPH=empty
on	on	PROind	PERS.=3|NOMB.=s|CAS=n
ne	ne	ADVneg	MORPH=empty
peult	pouvoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
vivre	vivre	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
Il	il	PROimp	PERS.=3|NOMB.=s|GENRE=n|CAS=n
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
louable	louable	ADJqua	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
fort	fort	ADVgen	MORPH=empty
utile	utile	ADJqua	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
pourveu	pourvoir	VERppe	NOMB.=s|GENRE=m
qu'	que	CONsub	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
soit	être	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
fidelement	fidèlement	ADVgen	MORPH=empty
entretenu	entretenir	VERppe	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Qu'	que	CONsub	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
soit	être	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
necessaire	nécessaire	ADJqua	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
vive	vif	ADJqua	NOMB.=s|GENRE=m
experience	expérience	NOMcom	NOMB.=s|GENRE=f
apertement	apertement	ADVgen	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
demonstre	démontrer	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
/	/	PONfbl	MORPH=empty
car	car	CONcoo	MORPH=empty
certes	certes	ADVgen	MORPH=empty
il	il	PROimp	PERS.=3|NOMB.=s|GENRE=n|CAS=n
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
besoing	besoin	NOMcom	NOMB.=s|GENRE=m
que	que	CONsub	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=f
abondance	abondance	NOMcom	NOMB.=s|GENRE=f
d'	de	PRE	MORPH=empty
ung	un	DETind	NOMB.=s|GENRE=m
pays	pays	NOMcom	NOMB.=s|GENRE=m
supplie	supplier	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
et	et	CONcoo	MORPH=empty
satisface	satisfaire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
a	à	PRE	MORPH=empty
ce	ce	PROdem	NOMB.=s|GENRE=n
qui	qui	PROrel	NOMB.=s|GENRE=n|CAS=n
deffault	défaut	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
en	en	ADVgen	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=m
aultre	autre	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
par	par	PRE	MORPH=empty
ainsi	ainsi	ADVgen	MORPH=empty
personnages	personnage	NOMcom	NOMB.=p|GENRE=m
laborieux	laborieux	ADJqua	NOMB.=p|GENRE=m
/	/	PONfbl	MORPH=empty
diligens	diligent	ADJqua	NOMB.=p|GENRE=m
/	/	PONfbl	MORPH=empty
industrieux	industrieux	ADJqua	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
sont	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
requis	requérir	VERppe	NOMB.=s|GENRE=m
pour	pour	PRE	MORPH=empty
l'	le	DETdef	NOMB.=s
entretenement	entretiennement	NOMcom	NOMB.=p|GENRE=m
de	de	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
chose	chose	NOMcom	NOMB.=s|GENRE=f
publicque	public	ADJqua	NOMB.=s|GENRE=f
/	/	PONfbl	MORPH=empty
lesquelz	lequel	PROrel	NOMB.=p|GENRE=m|CAS=n
sans	sans	PRE	MORPH=empty
finesse	finesse	NOMcom	NOMB.=s|GENRE=f
/	/	PONfbl	MORPH=empty
sans	sans	PRE	MORPH=empty
fraude	fraude	NOMcom	NOMB.=s|GENRE=f
ou	ou	CONcoo	MORPH=empty
cautelle	cautèle	ADJqua	NOMB.=s|GENRE=f
/	/	PONfbl	MORPH=empty
ayent	avoir	VERcjg	MODE=sub|TEMPS=pst|PERS.=6|NOMB.=p
a	à	PRE	MORPH=empty
distribuer	distribuer	VERinf	MORPH=empty
/	/	PONfbl	MORPH=empty
commuer	commuer	VERinf	MORPH=empty
/	/	PONfbl	MORPH=empty
changer	changer	VERinf	MORPH=empty
/	/	PONfbl	MORPH=empty
conserver	conserver	VERinf	MORPH=empty
/	/	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
transporter	transporter	VERinf	MORPH=empty
/	/	PONfbl	MORPH=empty
plusieurs	plusieurs	ADJind	NOMB.=p|GENRE=f
sortes	sorte	NOMcom	NOMB.=p|GENRE=f
de	de	PRE	MORPH=empty
marchandises	marchandise	NOMcom	NOMB.=p|GENRE=f
d'	de	PRE	MORPH=empty
ung	un	DETind	NOMB.=s|GENRE=m
lieu	lieu	NOMcom	NOMB.=s|GENRE=m
en	en	ADVgen	MORPH=empty
aultre	autre	ADJind	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
selon	selon	PRE	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=f
exigence	exigence	NOMcom	NOMB.=s|GENRE=f
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
temps	temps	NOMcom	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
necessite	nécessité	NOMcom	NOMB.=s|GENRE=f
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
peuple	peuple	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Ausquelz	à_lequel	PRE.PROrel	NOMB.=p|GENRE=m|CAS=i
loyaulx	loyal	ADJqua	NOMB.=p|GENRE=m
marchans	marchand	NOMcom	NOMB.=p|GENRE=m
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
bien	bien	ADVgen	MORPH=empty
licite	liciter	NOMcom	NOMB.=s|GENRE=f
comme	comme	CONsub	MORPH=empty
a	à	PRE	MORPH=empty
bons	bon	ADJqua	NOMB.=p|GENRE=m
et	et	CONcoo	MORPH=empty
fideles	fidèle	ADJqua	NOMB.=p|GENRE=f
serviteurs	serviteur	NOMcom	NOMB.=p|GENRE=m
de	de	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
chose	chose	NOMcom	NOMB.=s|GENRE=f
commune	commun	ADJqua	NOMB.=s|GENRE=f
/	/	PONfbl	MORPH=empty
moderement	modérement	ADVgen	MORPH=empty
gaigner	gagner	VERinf	MORPH=empty
et	et	CONcoo	MORPH=empty
proffiter	profiter	VERinf	MORPH=empty
sur	sur	PRE	MORPH=empty
leur	leur	DETpos	PERS.=3|NOMB.=s|GENRE=f
marchandise	marchandise	NOMcom	NOMB.=s|GENRE=f
pour	pour	PRE	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=m
entretenement	entretien	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
leur	leur	DETpos	PERS.=3|NOMB.=s|GENRE=m
estat	état	NOMcom	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
de	de	PRE	MORPH=empty
leur	leur	DETpos	PERS.=3|NOMB.=s|GENRE=f
personne	personne	NOMcom	NOMB.=s|GENRE=f
et	et	CONcoo	MORPH=empty
famille	famille	NOMcom	NOMB.=s|GENRE=f
/	/	PONfbl	MORPH=empty
mais	mais	CONcoo	MORPH=empty
que	que	CONsub	MORPH=empty
ilz	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n
marchandent	marchander	VERcjg	MODE=sub|TEMPS=pst|PERS.=6|NOMB.=p
en	en	ADVgen	MORPH=empty
toute	tout	DETind	NOMB.=s|GENRE=f
loyaulte	loyauté	NOMcom	NOMB.=s|GENRE=f
/	/	PONfbl	MORPH=empty
sans	sans	PRE	MORPH=empty
circonvention	circonvention	NOMcom	NOMB.=s|GENRE=f
et	et	CONcoo	MORPH=empty
dommage	dommage	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
leur	leur	DETpos	PERS.=3|NOMB.=s|GENRE=f
prochain	prochain	NOMcom	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
sans	sans	PRE	MORPH=empty
tromperie	tromperie	NOMcom	NOMB.=s|GENRE=f
ou	ou	CONcoo	MORPH=empty
aucune	aucun	DETind	NOMB.=s|GENRE=f
deception	déception	NOMcom	NOMB.=s|GENRE=f
:	:	PONfbl	MORPH=empty
car	car	CONcoo	MORPH=empty
si	si	CONsub	MORPH=empty
en	en	ADVgen	MORPH=empty
eulx	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=i
n'	ne	ADVneg	MORPH=empty
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
trouvee	trouver	VERppe	NOMB.=s|GENRE=f
fidelite	fidélite	NOMcom	NOMB.=s|GENRE=f
/	/	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
entiere	entier	ADJqua	NOMB.=s|GENRE=m
verite	vérité	NOMcom	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
ilz	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n
ne	ne	ADVneg	MORPH=empty
sont	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=6|NOMB.=p
pas	pas	ADVgen	MORPH=empty
marchans	marcher	NOMcom	NOMB.=p|GENRE=m
/	/	PONfbl	MORPH=empty
mais	mais	CONcoo	MORPH=empty
plus	plus	ADVgen	MORPH=empty
tost	tôt	ADVgen	MORPH=empty
affectez	affecter	VERppe	NOMB.=p|GENRE=m
larrons	larron	NOMcom	NOMB.=p|GENRE=m
/	/	PONfbl	MORPH=empty
si	si	ADVgen	MORPH=empty
cauteleux	cauteleux	ADJqua	NOMB.=p|GENRE=m
galans	galant	NOMcom	NOMB.=p|GENRE=m
.	.	PONfrt	MORPH=empty
Cest	ce	PROdem	NOMB.=s|GENRE=m
estat	état	NOMcom	NOMB.=s|GENRE=m
dont	dont	PROrel	NOMB.=s|GENRE=m|CAS=i
je	je	PROper	PERS.=1|NOMB.=s|CAS=n
parle	parler	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
/	/	PONfbl	MORPH=empty
autant	autant	ADVgen	MORPH=empty
que	que	CONsub	MORPH=empty
en	en	ADVgen	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
chose	chose	NOMcom	NOMB.=s|GENRE=f
temporelle	temporel	ADJqua	NOMB.=s|GENRE=f
et	et	CONcoo	MORPH=empty
civile	civil	ADJqua	NOMB.=s|GENRE=f
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
honnorable	honorable	ADJqua	NOMB.=s|GENRE=f
/	/	PONfbl	MORPH=empty
autant	autant	ADVgen	MORPH=empty
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
il	il	PROimp	PERS.=3|NOMB.=s|GENRE=m|CAS=n
en	en	ADVgen	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
chose	chose	NOMcom	NOMB.=s|GENRE=f
spirituelle	spirituel	ADJqua	NOMB.=s|GENRE=f
et	et	CONcoo	MORPH=empty
divine	divin	ADJqua	NOMB.=s|GENRE=f
/	/	PONfbl	MORPH=empty
mauldict	maudit	ADJqua	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
detestable	détestable	ADJqua	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
toutesfoys	toutefois	ADVgen	MORPH=empty
dieu	dieu	NOMcom	NOMB.=s|GENRE=m
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
permis	permettre	VERppe	NOMB.=s|GENRE=m
en	en	ADVgen	MORPH=empty
sa	son	DETpos	PERS.=3|NOMB.=s|GENRE=f
fureur	fureur	NOMcom	NOMB.=s|GENRE=f
/	/	PONfbl	MORPH=empty
que	que	CONsub	MORPH=empty
au	à_le	PRE.DETdef	NOMB.=s|GENRE=m
lieu	lieu	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
bons	bon	ADJqua	NOMB.=p|GENRE=m
pasteurs	pasteur	NOMcom	NOMB.=p|GENRE=m
et	et	CONcoo	MORPH=empty
veritables	véritable	ADJqua	NOMB.=p|GENRE=m
ministres	ministre	NOMcom	NOMB.=p|GENRE=m
de	de	PRE	MORPH=empty
sa	son	DETpos	PERS.=3|NOMB.=s|GENRE=f
saincte	saint	ADJqua	NOMB.=s|GENRE=f
parolle	parole	NOMcom	NOMB.=s|GENRE=f
/	/	PONfbl	MORPH=empty
soyent	être	VERcjg	MODE=sub|TEMPS=pst|PERS.=6|NOMB.=p
en	en	ADVgen	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=f
eglise	église	NOMcom	NOMB.=s|GENRE=f
survenuz	survenir	VERppe	NOMB.=p|GENRE=m
/	/	PONfbl	MORPH=empty
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
ne	ne	ADVneg	MORPH=empty
dis	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
pas	pas	ADVgen	MORPH=empty
seulement	seulement	ADVgen	MORPH=empty
