form	lemma	POS	morph
pas	pas	ADVneg	MORPH=empty
comment	comment	ADVsub	MORPH=empty
.	.	PONfrt	MORPH=empty
JE	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
m'	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=r
esbahis	ébahir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
comment	comment	ADVsub	MORPH=empty
L'	le	DETdef	NOMB.=s|GENRE=m
humain	humain	ADJqua	NOMB.=s|GENRE=m
entendement	entendement	NOMcom	NOMB.=s|GENRE=m
/	/	PONTfbl	MORPH=empty
Remply	remplir	VERppe	NOMB.=s|GENRE=m
d'	de	PRE	MORPH=empty
outrecuydance	outrecuidance	NOMcom	NOMB.=s|GENRE=f
/	/	PONTfbl	MORPH=empty
Me	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=r
faict	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
tant	tant	ADVgen	MORPH=empty
de	de	PRE	MORPH=empty
tourment	tourment	NOMcom	NOMB.=s|GENRE=m
:	:	PONfbl	MORPH=empty
Car	car	CONcoo	MORPH=empty
par	par	PRE	MORPH=empty
faulx	faux	ADJqua	NOMB.=s|GENRE=m
jugement	jugement	NOMcom	NOMB.=s|GENRE=m
Me	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=r
poursuyt	poursuivre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
a	à	PRE	MORPH=empty
outrance	outrance	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
¶	¶	PONfrt	MORPH=empty
Tant	tant	ADVgen	MORPH=empty
de	de	PRE	MORPH=empty
faulx	faux	ADJqua	NOMB.=p|GENRE=m
seducteurs	séducteur	NOMcom	NOMB.=p|GENRE=m
/	/	PONTfbl	MORPH=empty
Aveugles	aveugle	ADJqua	NOMB.=p|GENRE=m
conducteurs	conducteur	NOMcom	NOMB.=p|GENRE=m
/	/	PONTfbl	MORPH=empty
Folz	fou	ADJqua	NOMB.=p|GENRE=m
cuydantz	cuider	VERppe	NOMB.=p|GENRE=m
estre	être	VERinf	MORPH=empty
sages	sage	ADJqua	NOMB.=p|GENRE=m
/	/	PONTfbl	MORPH=empty
Comment	comment	ADVsub	MORPH=empty
maistres	maître	NOMcom	NOMB.=p|GENRE=m
menteurs	menteur	ADJqua	NOMB.=p|GENRE=m
/	/	PONTfbl	MORPH=empty
De	de	PRE	MORPH=empty
sectes	secte	ADJqua	NOMB.=p|GENRE=f
inventeurs	inventeur	NOMcom	NOMB.=p|GENRE=m
/	/	PONTfbl	MORPH=empty
M'	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=r
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=6|NOMB.=p
ferme	fermer	VERppe	NOMB.=x|GENRE=x
les	le	DETdef	NOMB.=p|GENRE=m
passages	passage	NOMcom	NOMB.=p|GENRE=m
.	.	PONfrt	MORPH=empty
¶	¶	PONfrt	MORPH=empty
Les	le	DETdef	NOMB.=p|GENRE=m
avaricieux	avaricieux	NOMcom	NOMB.=p|GENRE=m
/	/	PONTfbl	MORPH=empty
Felons	félon	NOMcom	NOMB.=p|GENRE=m
/	/	PONTfbl	MORPH=empty
contentieux	contentieux	ADJqua	NOMB.=p|GENRE=m
/	/	PONTfbl	MORPH=empty
Tous	tout	PROind	NOMB.=p|GENRE=m
farcis	farcir	VERppe	NOMB.=p|GENRE=m
de	de	PRE	MORPH=empty
fallace	fallace	NOMcom	NOMB.=s|GENRE=f
/	/	PONTfbl	MORPH=empty
Me	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=r
blasment	blâmer	VERcjg	MODE=ind|TEMPS=pst|NOMB.=p
en	en	PRE	MORPH=empty
tous	tout	DETind	NOMB.=p|GENRE=m
lieux	lieu	NOMcom	NOMB.=p|GENRE=m
/	/	PONTfbl	MORPH=empty
Nouveau	nouveau	ADJqua	NOMB.=s|GENRE=m
seditieux	séditieux	NOMcom	NOMB.=s|GENRE=m
Me	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=r
appellent	appeler	VERcjg	MODE=ind|TEMPS=pst|PERS.=6|NOMB.=p
en	en	PRE	MORPH=empty
toute	tout	DETind	NOMB.=s|GENRE=f
place	place	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
¶	¶	PONfrt	MORPH=empty
Aussi	aussi	ADVgen	MORPH=empty
nouvelle	nouveau	ADJqua	NOMB.=s|GENRE=f
foy	foi	NOMcom	NOMB.=s|GENRE=m
/	/	PONTfbl	MORPH=empty
Faulse	faux	ADJqua	NOMB.=s|GENRE=f
doctrine	doctrine	NOMcom	NOMB.=s|GENRE=f
et	et	CONcoo	MORPH=empty
loy	loi	NOMcom	NOMB.=s|GENRE=f
/	/	PONTfbl	MORPH=empty
Ces	ce	DETdem	NOMB.=p|GENRE=m
aveugles	aveugle	NOMcom	NOMB.=p|GENRE=m
me	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=r
nomment	nommer	VERcjg	MODE=ind|TEMPS=pst|PERS.=6|NOMB.=p
/	/	PONTfbl	MORPH=empty
Tout	tout	DETind	NOMB.=s|GENRE=m
mal	mal	NOMcom	NOMB.=s|GENRE=m
disantz	dire	VERppa	NOMB.=x|GENRE=x
de	de	PRE	MORPH=empty
moy	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=i
/	/	PONTfbl	MORPH=empty
Monstrantz	montrer	VERppa	NOMB.=x|GENRE=x
que	que	CONsub	MORPH=empty
ce	ce	DETdem	NOMB.=s|GENRE=m
grand	grand	ADJqua	NOMB.=s|GENRE=m
roy	roi	NOMcom	NOMB.=s|GENRE=m
/	/	PONTfbl	MORPH=empty
Ne	NÉ	ADVneg	MORPH=empty
sa	son	DETpos	NOMB.=s|GENRE=f
grace	grâce	NOMcom	NOMB.=s|GENRE=f
ne	ne	ADVneg	MORPH=empty
estiment	estimer	VERcjg	MODE=ind|TEMPS=pst|PERS.=6|NOMB.=p
.	.	PONfrt	MORPH=empty
¶	¶	PONfrt	MORPH=empty
Pourtant	pourtant	ADVgen	MORPH=empty
je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
vous	vous	PROper	PERS.=5|NOMB.=p|GENRE=x|CAS=i
diray	dire	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s
Mon	mon	DETpos	NOMB.=s|GENRE=f
origine	origine	NOMcom	NOMB.=s|GENRE=f
au	à_le	PRE.DETdef	NOMB.=s|GENRE=m
vray	vrai	NOMcom	NOMB.=s|GENRE=m
/	/	PONTfbl	MORPH=empty
Si	si	CONsub	MORPH=empty
me	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=r
voulez	vouloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=4|NOMB.=p
congnoistre	connaître	VERinf	MORPH=empty
/	/	PONTfbl	MORPH=empty
Je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
vous	vous	PROper	PERS.=5|NOMB.=p|GENRE=x|CAS=i
demonstreray	démontrer	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s
Ma	mon	DETpos	NOMB.=s|GENRE=f
puissance	puissance	NOMcom	NOMB.=s|GENRE=f
:	:	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
feray	faire	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s
Mon	mon	DETpos	NOMB.=s|GENRE=m
estat	état	NOMcom	NOMB.=s|GENRE=m
apparoistre	apparaître	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
¶	¶	PONfrt	MORPH=empty
Je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
suis	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
du	du	PRE.DETdef	NOMB.=s|GENRE=m
dieu	dieu	NOMcom	NOMB.=s|GENRE=m
vivant	vivre	VERppa	NOMB.=s|GENRE=m
Puissance	puissance	NOMcom	NOMB.=s|GENRE=f
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
tout	tout	DETind	NOMB.=s|GENRE=m
croyant	croire	VERppa	NOMB.=s|GENRE=m
/	/	PONTfbl	MORPH=empty
Au	à_le	PRE.DETdef	NOMB.=s|GENRE=m
vray	vrai	ADJqua	NOMB.=s|GENRE=m
salut	salut	NOMcom	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
vie	vie	NOMcom	NOMB.=s|GENRE=f
:	:	PONfbl	MORPH=empty
Car	car	CONcoo	MORPH=empty
tout	tout	DETind	NOMB.=s|GENRE=m
homme	homme	NOMcom	NOMB.=s|GENRE=m
suyvant	suivant	VERppa	NOMB.=x|GENRE=x
Ma	mon	DETpos	NOMB.=s|GENRE=f
voye	voie	NOMcom	NOMB.=s|GENRE=f
et	et	CONcoo	MORPH=empty
s'	se	PROper	PERS.=3|NOMB.=x|GENRE=x|CAS=x
employant	employer	VERppa	NOMB.=x|GENRE=x
Pour	pour	PRE	MORPH=empty
moy	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=i
,	,	PONfbl	MORPH=empty
Christ	Christ	NOMpro	NOMB.=s|GENRE=m
glorifie	glorifier	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
.	.	PONfrt	MORPH=empty
¶	¶	PONfrt	MORPH=empty
La	le	DETdef	NOMB.=s|GENRE=f
condemnation	condamnation	NOMcom	NOMB.=s|GENRE=f
Par	par	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
transgression	transgression	NOMcom	NOMB.=s|GENRE=f
D'	de	PRE	MORPH=empty
adam	Adam	NOMpro	NOMB.=s|GENRE=m
/	/	PONTfbl	MORPH=empty
estoit	être	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
mortelle	mortel	ADJqua	NOMB.=s|GENRE=f
:	:	PONfbl	MORPH=empty
Car	car	CONcoo	MORPH=empty
sans	sans	PRE	MORPH=empty
remission	rémission	NOMcom	NOMB.=s|GENRE=f
Mort	mort	NOMcom	NOMB.=s|GENRE=f
et	et	CONcoo	MORPH=empty
damnation	damnation	NOMcom	NOMB.=s|GENRE=f
Vous	vous	PROper	PERS.=4|NOMB.=p|GENRE=x|CAS=i
estoit	être	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
eternelle	éternel	ADJqua	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
¶	¶	PONfrt	MORPH=empty
Mais	mais	CONcoo	MORPH=empty
par	par	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
grand	grand	ADJqua	NOMB.=s|GENRE=f
bonte	bonté	NOMcom	NOMB.=s|GENRE=f
De	de	PRE	MORPH=empty
dieu	dieu	NOMcom	NOMB.=s|GENRE=m
/	/	PONTfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
charite	charité	NOMcom	NOMB.=s|GENRE=f
/	/	PONTfbl	MORPH=empty
Grace	grâce	NOMcom	NOMB.=s|GENRE=f
et	et	CONcoo	MORPH=empty
paix	paix	NOMcom	NOMB.=s|GENRE=m
vous	vous	PROper	PERS.=5|NOMB.=p|GENRE=x|CAS=i
fut	être	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
faicte	faire	VERppe	NOMB.=s|GENRE=f
/	/	PONTfbl	MORPH=empty
De	de	PRE	MORPH=empty
ce	ce	DETdem	NOMB.=s|GENRE=m
la	le	DETdef	NOMB.=s|GENRE=f
verite	vérité	NOMcom	NOMB.=s|GENRE=f
Nouvelle	nouveau	ADJqua	NOMB.=s|GENRE=f
et	et	CONcoo	MORPH=empty
grand	grand	ADJqua	NOMB.=s|GENRE=m
seurte	sûreté	NOMcom	NOMB.=s|GENRE=f
Je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
suis	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
pleine	plein	ADJqua	NOMB.=s|GENRE=f
et	et	CONcoo	MORPH=empty
parfaicte	parfait	ADJqua	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
¶	¶	PONfrt	MORPH=empty
Dieu	Dieu	NOMpro	NOMB.=s|GENRE=m
le	le	DETdef	NOMB.=s|GENRE=m
pere	père	NOMcom	NOMB.=s|GENRE=m
puissant	puissant	ADJqua	NOMB.=s|GENRE=m
/	/	PONTfbl	MORPH=empty
A	à	PRE	MORPH=empty
Adam	Adam	NOMpro	NOMB.=s|GENRE=m
languissant	languir	VERppa	NOMB.=s|GENRE=m
/	/	PONTfbl	MORPH=empty
Aussi	aussi	ADVgen	MORPH=empty
a	à	PRE	MORPH=empty
tous	tout	DETind	NOMB.=p|GENRE=m
noz	notre	ADJpos	PERS.=4|NOMB.=p|GENRE=m
peres	père	NOMcom	NOMB.=p|GENRE=m
/	/	PONTfbl	MORPH=empty
Par	par	PRE	MORPH=empty
Jesus	Jésus	NOMpro	NOMB.=s|GENRE=m
Christ	Christ	NOMpro	NOMB.=s|GENRE=m
plaisant	plaire	VERppa	NOMB.=s|GENRE=m
Son	son	DETpos	PERS.=3|NOMB.=s|GENRE=m
filz	fils	NOMcom	NOMB.=p|GENRE=m
obeyssant	obéir	VERppa	NOMB.=s|GENRE=m
/	/	PONTfbl	MORPH=empty
Promist	promettre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
ces	ce	DETdem	NOMB.=p|GENRE=m
jours	jour	NOMcom	NOMB.=p|GENRE=m
prosperes	prospère	ADJqua	NOMB.=p|GENRE=m
.	.	PONfrt	MORPH=empty
¶	¶	PONfrt	MORPH=empty
Par	par	PRE	MORPH=empty
moy	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=i
l'	le	DETdef	NOMB.=s|GENRE=m
homme	homme	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
dieu	dieu	NOMcom	NOMB.=s|GENRE=m
/	/	PONTfbl	MORPH=empty
Le	le	DETdef	NOMB.=s|GENRE=m
bon	bon	ADJqua	NOMB.=s|GENRE=m
Moyse	moise	NOMpro	NOMB.=s|GENRE=m
hebrieu	hébreu	ADJqua	NOMB.=s|GENRE=m
/	/	PONTfbl	MORPH=empty
Et	et	CONcoo	MORPH=empty
tous	tout	DETind	NOMB.=p|GENRE=m
les	le	DETdef	NOMB.=p|GENRE=m
sainctz	saint	NOMcom	NOMB.=p|GENRE=m
prophetes	prophète	ADJqua	NOMB.=p|GENRE=m
/	/	PONTfbl	MORPH=empty
En	en	PRE	MORPH=empty
esprit	esprit	NOMcom	NOMB.=s|GENRE=m
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=6|NOMB.=p
preveu	prévoir	VERppe	NOMB.=x|GENRE=x
/	/	PONTfbl	MORPH=empty
Cerche	chercher	VERppe	NOMB.=x|GENRE=x
/	/	PONTfbl	MORPH=empty
escript	écrit	VERppe	NOMB.=x|GENRE=x
/	/	PONTfbl	MORPH=empty
promeu	promettre	VERppe	NOMB.=x|GENRE=x
De	de	PRE	MORPH=empty
Christ	Christ	NOMpro	NOMB.=s|GENRE=m
les	le	DETdef	NOMB.=p|GENRE=m
faictz	fait	NOMcom	NOMB.=p|GENRE=m
et	et	CONcoo	MORPH=empty
gestes	geste	NOMcom	NOMB.=p|GENRE=m
.	.	PONfrt	MORPH=empty
¶	¶	PONfrt	MORPH=empty
Tout	tout	ADVgen	MORPH=empty
ainsi	ainsi	ADVgen	MORPH=empty
qu'	que	CONsub	MORPH=empty
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=6|NOMB.=p
predit	prédire	VERppe	NOMB.=x|GENRE=x
Par	par	PRE	MORPH=empty
parolle	parole	NOMcom	NOMB.=s|GENRE=f
et	et	CONcoo	MORPH=empty
escript	écrire	NOMcom	NOMB.=s|GENRE=m
/	/	PONTfbl	MORPH=empty
Jesus	Jésus	NOMpro	NOMB.=s|GENRE=m
Christ	Christ	NOMpro	NOMB.=s|GENRE=m
se	se	PROper	PERS.=3|NOMB.=s|GENRE=x|CAS=x
fist	faire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
homme	homme	NOMcom	NOMB.=s|GENRE=m
/	/	PONTfbl	MORPH=empty
Qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n
pour	pour	PRE	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=m
siens	sien	PROpos	PERS.=3|NOMB.=p|GENRE=m
se	se	PROper	PERS.=3|NOMB.=s|GENRE=x|CAS=x
offrit	offrir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
/	/	PONTfbl	MORPH=empty
Effaceant	effacer	VERppa	NOMB.=x|GENRE=x
le	le	DETdef	NOMB.=s|GENRE=m
rescript	récrit	NOMcom	NOMB.=s|GENRE=m
/	/	PONTfbl	MORPH=empty
Pour	pour	PRE	MORPH=empty
vous	vous	PROper	PERS.=5|NOMB.=p|GENRE=x|CAS=i
payant	payer	VERppa	NOMB.=x|GENRE=x
la	le	DETdef	NOMB.=s|GENRE=f
somme	somme	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
¶	¶	PONfrt	MORPH=empty
Donc	donc	ADVgen	MORPH=empty
par	par	PRE	MORPH=empty
luy	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
suis	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
donne	donner	VERppe	NOMB.=s|GENRE=m
Et	et	CONcoo	MORPH=empty
pour	pour	PRE	MORPH=empty
grace	grâce	NOMcom	NOMB.=s|GENRE=f
ordonne	ordonner	VERppe	NOMB.=s|GENRE=m
/	/	PONTfbl	MORPH=empty
A	à	PRE	MORPH=empty
tout	tout	DETind	NOMB.=s|GENRE=m
chrestien	chrétien	NOMcom	NOMB.=s|GENRE=m
fidelle	fidèle	ADJqua	NOMB.=s|GENRE=m
:	:	PONfbl	MORPH=empty
Par	par	PRE	MORPH=empty
luy	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
condamne	condamner	VERppe	NOMB.=s|GENRE=m
Tout	tout	DETind	NOMB.=s|GENRE=m
homme	homme	NOMcom	NOMB.=s|GENRE=m
obstine	obstiné	VERppe	NOMB.=s|GENRE=m
/	/	PONTfbl	MORPH=empty
Qui	qui	PROrel	NOMB.=s|GENRE=m
a	à	PRE	MORPH=empty
moy	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=i
sera	être	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
rebelle	rebelle	ADJqua	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
¶	¶	PONfrt	MORPH=empty
Luy	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
mesme	même	ADJind	NOMB.=s|GENRE=m
m'	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
presche	prêche	VERppe	NOMB.=x|GENRE=x
/	/	PONTfbl	MORPH=empty
Et	et	CONcoo	MORPH=empty
par	par	PRE	MORPH=empty
moy	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i
a	a	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
pesche	pêche	VERppe	NOMB.=x|GENRE=x
/	/	PONTfbl	MORPH=empty
Maintz	maint	DETind	NOMB.=p|GENRE=m
pecheurs	pêcheur	NOMcom	NOMB.=p|GENRE=m
infirmes	infirme	ADJqua	NOMB.=p|GENRE=m
/	/	PONTfbl	MORPH=empty
Enfer	enfer	NOMcom	NOMB.=s|GENRE=m
/	/	PONTfbl	MORPH=empty
satan	Satan	NOMpro	NOMB.=s|GENRE=m
/	/	PONTfbl	MORPH=empty
peche	péché	NOMcom	NOMB.=s|GENRE=m
/	/	PONTfbl	MORPH=empty
Pour	pour	PRE	MORPH=empty
tous	tout	PROind	NOMB.=p|GENRE=m
a	a	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
despesche	dépêcher	VERppe	NOMB.=x|GENRE=x
/	/	PONTfbl	MORPH=empty
Ceulx	celui	PROdem	NOMB.=p|GENRE=m
qui	qui	PROrel	NOMB.=p|GENRE=m|CAS=n
en	en	PRE	MORPH=empty
moy	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=i
sont	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=6|NOMB.=p
fermes	fermer	ADJqua	NOMB.=p|GENRE=m
.	.	PONfrt	MORPH=empty
¶	¶	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
quand	quand	CONsub	MORPH=empty
au	à_le	PRE.DETdef	NOMB.=s|GENRE=m
ciel	ciel	NOMcom	NOMB.=s|GENRE=m
monta	monter	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
/	/	PONTfbl	NOMB.=s
Au	à_le	PRE.DETdef	NOMB.=s|GENRE=m
monde	monde	NOMcom	NOMB.=s|GENRE=m
me	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=r
laissa	laisser	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
/	/	PONTfbl	MORPH=empty
Pour	pour	PRE	MORPH=empty
ceulx	celui	PROdem	NOMB.=p|GENRE=m
qui	qui	PROrel	NOMB.=p|GENRE=m|CAS=n
devoyent	devoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=6|NOMB.=p
croyre	croire	VERinf	MORPH=empty
/	/	PONTfbl	MORPH=empty
En	en	PRE	MORPH=empty
moy	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=i
qu'	que	CONsub	MORPH=empty
