form	lemma	POS	morph
.	.	PONfrt	MORPH=empty
Suspecti	@latin	OUT	MORPH=empty
.	.	PONfrt	MORPH=empty
iii	@card	PROcar	MORPH=empty
.	.	PONfrt	MORPH=empty
q	@latin	OUT	MORPH=empty
.	.	PONfrt	MORPH=empty
u	@latin	OUT	MORPH=empty
.	.	PONfrt	MORPH=empty
Les	le	DETdef	NOMB.=p|GENRE=m
ennemys	ennemi	NOMcom	NOMB.=p|GENRE=m
et	et	CONcoo	MORPH=empty
parties	partie	NOMcom	NOMB.=p|GENRE=f
adverses	adverse	ADJqua	NOMB.=p|GENRE=f
ne	ne	ADVneg	MORPH=empty
doyvent	devoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
point	point	ADVgen	MORPH=empty
estre	être	VERinf	MORPH=empty
juges	juge	VERppe	NOMB.=p|GENRE=m
.	.	PONfrt	MORPH=empty
Au	à_le	PRE.DETdef	NOMB.=s|GENRE=m
moyen	moyen	NOMcom	NOMB.=s|GENRE=m
dequoy	de_quoi	PROrel	NOMB.=s|GENRE=m|CAS=i
jugez	juger	VERcjg	MODE=imp|PERS.=5|NOMB.=p
vous	vous	PROper	PERS.=5|NOMB.=p|GENRE=m|CAS=r
mesmes	même	ADJind	NOMB.=p|GENRE=m
juste	juste	ADJqua	NOMB.=s|GENRE=m
jugement	jugement	NOMcom	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
comme	comme	CONsub	MORPH=empty
devant	devant	PRE	MORPH=empty
Dieu	dieu	NOMpro	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
estimans	estimer	VERppa	NOMB.=s|GENRE=m
que	que	PROrel	NOMB.=s|GENRE=m|CAS=r
iceluy	cil	PROdem	NOMB.=s|GENRE=m|CAS=n
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
verite	verité	VERppe	NOMB.=s|GENRE=f
:	:	PONfbl	MORPH=empty
selon	selon	PRE	MORPH=empty
laquelle	lequel	PROrel	NOMB.=s|GENRE=f|CAS=i
tous	tout	PROind	NOMB.=p|GENRE=m
serons	être	VERcjg	MODE=ind|TEMPS=fut|PERS.=6|NOMB.=p
jugez	juger	VERppe	NOMB.=p|GENRE=m
/	/	PONfbl	MORPH=empty
par	par	PRE	MORPH=empty
Jesus	Jésus	NOMpro	NOMB.=s|GENRE=m
Christ	Christ	NOMpro	NOMB.=s|GENRE=m
aux	à_le	PRE.DETdef	NOMB.=p|GENRE=m
grandz	grand	ADJqua	NOMB.=p|GENRE=m
et	et	CONcoo	MORPH=empty
derniers	dernier	ADJqua	NOMB.=p|GENRE=m
estatz	état	NOMcom	NOMB.=p|GENRE=m
.	.	PONfrt	MORPH=empty
Preface	préface	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
L'	le	DETdef	NOMB.=s|GENRE=m
autheur	auteur	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
NOus	nous	PROper	PERS.=4|NOMB.=p|GENRE=m|CAS=n
avons	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=p
la	le	DETdef	NOMB.=s|GENRE=f
parolle	parole	NOMcom	NOMB.=s|GENRE=f
des	de_le	PRE.DETdef	NOMB.=p|GENRE=m
prophetes	prophète	NOMcom	NOMB.=p|GENRE=m
ferme	ferme	ADJqua	NOMB.=s|GENRE=f
/	/	PONfbl	MORPH=empty
a	à	PRE	MORPH=empty
laquelle	lequel	PROrel	NOMB.=s|GENRE=f|CAS=i
vous	vous	PROper	PERS.=5|NOMB.=p|GENRE=m|CAS=n
faictes	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=5|NOMB.=p
bien	bien	ADVgen	MORPH=empty
de	de	PRE	MORPH=empty
regarder	regarder	VERinf	MORPH=empty
/	/	PONfbl	MORPH=empty
comme	comme	CONsub	MORPH=empty
a	à	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
chandelle	chandelle	NOMcom	NOMB.=s|GENRE=f
luysante	luire	ADJqua	NOMB.=s|GENRE=f
en	en	ADVgen	MORPH=empty
lieu	lieu	NOMcom	NOMB.=s|GENRE=m
obscur	obscur	ADJqua	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
jusques	jusque	PRE	MORPH=empty
a	à	PRE	MORPH=empty
ce	ce	PROdem	NOMB.=s|GENRE=n|CAS=i
que	que	PROrel	NOMB.=s|GENRE=n|CAS=r
le	le	DETdef	NOMB.=s|GENRE=m
jour	jour	NOMcom	NOMB.=s|GENRE=m
commence	commencer	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
a	à	PRE	MORPH=empty
luyre	luire	VERinf	MORPH=empty
/	/	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
que	que	CONsub	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=f
estoille	étoile	NOMcom	NOMB.=s|GENRE=f
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
jour	jour	NOMcom	NOMB.=s|GENRE=m
se	se	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n
lieve	lever	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
en	en	PRE	MORPH=empty
voz	votre	DETpos	PERS.=5|NOMB.=p|GENRE=m
coeurs	cœur	NOMcom	NOMB.=p|GENRE=m
.	.	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
entendez	entendre	VERcjg	MODE=imp|PERS.=5|NOMB.=p
ce	ce	DETdem	NOMB.=s|GENRE=n
premierement	premièrement	ADVgen	GENRE=m
/	/	PONfbl	MORPH=empty
que	que	PROrel	NOMB.=s|GENRE=n|CAS=r
l'	le	DETdef	NOMB.=s|GENRE=f
escripture	écriture	NOMcom	NOMB.=s|GENRE=f
saincte	saint	ADJqua	NOMB.=s|GENRE=f
n'	ne	ADVneg	MORPH=empty
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
point	point	ADVneg	MORPH=empty
congneue	connaître	VERppe	NOMB.=s|GENRE=f
par	par	PRE	MORPH=empty
nostre	notre	DETpos	PERS.=4|NOMB.=s|GENRE=f
propre	propre	ADJqua	NOMB.=s|GENRE=f
exposition	exposition	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Car	car	CONcoo	MORPH=empty
prophetie	prophétie	NOMcom	NOMB.=s|GENRE=f
n'	ne	ADVneg	MORPH=empty
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
point	point	ADVneg	MORPH=empty
este	être	VERppe	NOMB.=x|GENRE=x
baillee	bailler	VERppe	NOMB.=s|GENRE=f
en	en	ADVgen	MORPH=empty
aucun	aucun	DETind	NOMB.=s|GENRE=m
temps	temps	NOMcom	NOMB.=s|GENRE=m
par	par	PRE	MORPH=empty
volunte	volonté	NOMcom	NOMB.=s|GENRE=f
humaine	humain	ADJqua	NOMB.=s|GENRE=f
:	:	PONfbl	MORPH=empty
mais	mais	CONcoo	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=m
sainctz	saint	ADJqua	NOMB.=p|GENRE=m
hommes	homme	NOMcom	NOMB.=p|GENRE=m
de	de	PRE	MORPH=empty
Dieu	Dieu	NOMpro	NOMB.=s|GENRE=m
inspirez	inspirer	VERppe	NOMB.=p|GENRE=m
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
sainct	saint	ADJqua	NOMB.=s|GENRE=m
esperit	esprit	NOMcom	NOMB.=s|GENRE=m
l'	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=r
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
dicte	dicter	VERppe	NOMB.=x|GENRE=x
.	.	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
pourtant	pourtant	ADVgen	MORPH=empty
(	(	PONpga	MORPH=empty
comme	comme	CONsub	MORPH=empty
dit	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
sainct	saint	ADJqua	NOMB.=s|GENRE=m
Paul	Paul	NOMpro	NOMB.=s|GENRE=m
)	)	PONpdr	MORPH=empty
toute	tout	DETind	NOMB.=s|GENRE=f
escripture	écriture	NOMcom	NOMB.=s|GENRE=f
divinement	divinement	ADVgen	MORPH=empty
inspiree	inspirer	VERppe	NOMB.=s|GENRE=f
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
utile	utile	ADJqua	NOMB.=s|GENRE=f
a	à	PRE	MORPH=empty
endoctriner	endoctriner	VERinf	MORPH=empty
/	/	PONfbl	MORPH=empty
a	à	PRE	MORPH=empty
reprendre	reprendre	VERinf	MORPH=empty
/	/	PONfbl	MORPH=empty
a	à	PRE	MORPH=empty
corriger	corriger	VERinf	MORPH=empty
/	/	PONfbl	MORPH=empty
a	à	PRE	MORPH=empty
enseigner	enseigner	VERinf	MORPH=empty
en	en	PRE	MORPH=empty
justice	justice	NOMcom	NOMB.=s|GENRE=f
:	:	PONfbl	MORPH=empty
affin	afin	PRE	MORPH=empty
que	que	CONsub	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=m
homme	homme	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
dieu	dieu	NOMcom	NOMB.=s|GENRE=m
soit	être	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
entier	entier	ADJqua	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
instruict	instruire	ADJqua	NOMB.=s|GENRE=m
a	à	PRE	MORPH=empty
toute	tout	DETind	NOMB.=s|GENRE=f
bonne	bon	ADJqua	NOMB.=s|GENRE=f
oeuvre	œuvre	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Par	par	PRE	MORPH=empty
lesquelz	lequel	PROrel	NOMB.=p|GENRE=m|CAS=i
tant	tant	ADVgen	MORPH=empty
evidentz	évident	ADJqua	NOMB.=p|GENRE=m
passages	passage	NOMcom	NOMB.=p|GENRE=m
nous	nous	PROper	PERS.=4|NOMB.=p|GENRE=m|CAS=i
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
appertement	appertement	ADVgen	MORPH=empty
monstre	montrer	VERppe	NOMB.=s|GENRE=m
que	que	CONsub	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
reigle	règle	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
notre	notre	DETpos	PERS.=4|NOMB.=s|GENRE=f|CAS=i
foy	foi	NOMcom	NOMB.=s|GENRE=f
/	/	PONfbl	MORPH=empty
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
la	le	DETdef	NOMB.=s|GENRE=f
seule	seule	ADJqua	NOMB.=s|GENRE=f
et	et	CONcoo	MORPH=empty
saincte	saint	ADJqua	NOMB.=s|GENRE=f
parolle	parole	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
dieu	dieu	NOMcom	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
selon	selon	PRE	MORPH=empty
laquelle	lequel	PROrel	NOMB.=s|GENRE=f|CAS=i
seulement	seulement	ADVgen	MORPH=empty
nous	nous	PROper	PERS.=4|NOMB.=p|GENRE=m|CAS=n
Preface	préfacer	NOMpro	NOMB.=s|GENRE=f
debvons	devoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=4|NOMB.=p
tous	tout	PROind	NOMB.=p|GENRE=m
croire	croire	VERinf	MORPH=empty
et	et	CONcoo	MORPH=empty
tenir	tenir	VERinf	MORPH=empty
/	/	PONfbl	MORPH=empty
en	en	ADVgen	MORPH=empty
tout	tout	DETind	NOMB.=s|GENRE=m
cela	cela	PROdem	NOMB.=s|GENRE=n
qui	qui	PROrel	NOMB.=s|GENRE=n|CAS=n
concerne	concerner	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
dieu	dieu	NOMcom	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
nostre	notre	DETpos	PERS.=4|NOMB.=s|GENRE=m|CAS=r
