form	lemma	POS	morph
Aspiration	aspiration	NOMpro	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
h	h	INJ	GENRE=m
¶	@greek	INJ	MORPH=empty
Voyeles	Voyèles	VERcjg	MODE=imp|PERS.=1|NOMB.=p
.	.	PONfrt	MORPH=empty
a	a	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
e	e	PRE	MORPH=empty
i	i	NOMpro	MORPH=empty
y	y	PROadv	MORPH=empty
o	o	PONpdr	MORPH=empty
u	u	PROcar	NOMB.=s
¶	@greek	ADVneg	MORPH=empty
Consonantes	consonnant	NOMpro	NOMB.=p|GENRE=m
et	et	CONcoo	MORPH=empty
voyeles	voyelle	NOMcom	NOMB.=p|GENRE=f
.	.	PONfrt	MORPH=empty
i	i	INJ	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
u	u	PROcar	MORPH=empty
¶	@greek	NOMcom	MORPH=empty
Doubles	doubles	NOMpro	NOMB.=p|GENRE=m
.	.	PONfrt	MORPH=empty
d	d	PONfbl	MORPH=empty
d	d	PONfbl	MORPH=empty
/	/	NOMcom	MORPH=empty
i	i	NOMpro	NOMB.=s
y	y	PROadv	MORPH=empty
/	/	ADVneg	MORPH=empty
m	m	NOMcom	NOMB.=s
m	m	NOMcom	NOMB.=s
/	/	ADVneg	MORPH=empty
n	n	PROadv	MORPH=empty
n	n	PROadv	MORPH=empty
/	/	ADVneg	MORPH=empty
r	r	NOMcom	NOMB.=s
r	r	VERppe	GENRE=m
/	/	ADVneg	MORPH=empty
s	s	NOMpro	MORPH=empty
s	s	NOMpro	MORPH=empty
/	/	ADVneg	MORPH=empty
u	u	ADVneg	NOMB.=s
u	u	NOMcom	NOMB.=s
/	/	ADVneg	MORPH=empty
¶	@greek	ADVneg	MORPH=empty
La	le	DETdef	NOMB.=s|GENRE=f
forme	forme	NOMcom	NOMB.=s|GENRE=f
d'	de	PRE	MORPH=empty
oraison	oraison	NOMcom	NOMB.=s|GENRE=f
/	/	CONcoo	MORPH=empty
laquelle	lequel	PROrel	NOMB.=s|GENRE=f
Jesus	Jésus	NOMcom	NOMB.=p|GENRE=m
Christ	Christ	NOMpro	NOMB.=s|GENRE=m
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
enseigne	enseigne	VERppe	NOMB.=s
aux	à_le	PRE.DETdef	NOMB.=p|GENRE=m
siens	sien	PROpos	NOMB.=p|GENRE=m
/	/	PRE	MORPH=empty
les	le	PROper	PERS.=3|NOMB.=p|CAS=r
adressant	adresser	VERppa	NOMB.=p
vers	vers	PRE	MORPH=empty
dieu	dieu	NOMcom	NOMB.=s|GENRE=m
/	/	PRE	MORPH=empty
nostre	notre	DETpos	PERS.=1|NOMB.=s|GENRE=m
commun	commun	ADJqua	NOMB.=s|GENRE=m
pere	père	NOMcom	NOMB.=s|GENRE=m
/	/	NOMcom	MORPH=empty
pour	pour	PRE	MORPH=empty
obtenir	obtenir	VERinf	MORPH=empty
toutes	tout	DETind	NOMB.=p|GENRE=f
choses	chose	NOMcom	NOMB.=p|GENRE=f
en	en	ADVgen	MORPH=empty
son	son	DETpos	PERS.=3|NOMB.=s|GENRE=m
nom	nom	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Matth	Matth	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
6	6	INJ	MORPH=empty
.	.	PONfrt	MORPH=empty
NOstre	notre	DETpos	PERS.=2|NOMB.=s|GENRE=m
pere	père	NOMcom	NOMB.=s|GENRE=m
/	/	CONcoo	MORPH=empty
qui	qui	PROrel	MORPH=empty
es	en_le	VERcjg	MODE=ind|PERS.=2|NOMB.=p
eis	@latin	VERppe	PERS.=1|NOMB.=s|GENRE=m
cieux	ciel	NOMcom	NOMB.=p|GENRE=m
/	/	PRE	MORPH=empty
ton	ton	DETpos	PERS.=2|NOMB.=s|GENRE=m
nom	nom	NOMcom	NOMB.=s|GENRE=m
soit	être	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
sanctifie	sanctifier	VERppe	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Ton	ton	DETpos	PERS.=2|NOMB.=s|GENRE=m
royaume	royaume	NOMcom	NOMB.=s|GENRE=m
advienne	advenir	ADJqua	PERS.=3|NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Ta	ton	DETpos	PERS.=2|NOMB.=s|GENRE=f
volunte	volonté	NOMcom	NOMB.=s|GENRE=f
soit	être	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
faicte	faire	NOMcom	NOMB.=s|GENRE=f
/	/	CONcoo	MORPH=empty
ainsi	ainsi	ADVgen	MORPH=empty
en	en	ADVgen	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
terre	terre	NOMcom	NOMB.=s|GENRE=f
comme	comme	CONsub	MORPH=empty
au	à_le	PRE.DETdef	NOMB.=s|GENRE=m
ciel	ciel	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Donnè	donner	CONsub	MORPH=empty
nous	nous	PROper	PERS.=1|NOMB.=p
aujourdhuy	aujourd'hui	VERcjg	PERS.=1
nostre	notre	DETpos	PERS.=1|NOMB.=s|GENRE=f
pain	pain	NOMcom	NOMB.=s|GENRE=f
quotidien	quotidien	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
nous	nous	PROper	PERS.=1|NOMB.=p
pardonnè	pardonner	VERcjg	MODE=ind|TEMPS=pst|NOMB.=p
noz	notre	DETpos	NOMB.=p|GENRE=m
offenses	offense	NOMcom	NOMB.=p|GENRE=f
/	/	CONcoo	MORPH=empty
ainsi	ainsi	ADVgen	MORPH=empty
que	que	PROrel	MORPH=empty
nous	nous	PROper	PERS.=1|NOMB.=p
pardonnons	pardonner	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=p
a	à	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
ceux	celui	PROdem	NOMB.=p|GENRE=m
qui	qui	PROrel	MORPH=empty
nous	nous	PROper	PERS.=1|NOMB.=p
offensent	offenser	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p
.	.	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
ne	ne	ADVneg	MORPH=empty
nous	nous	PROper	PERS.=1|NOMB.=p
induis	induire	VERcjg	MODE=ind|TEMPS=ipf|PERS.=1|NOMB.=s
point	point	ADVneg	MORPH=empty
en	en	PRE	MORPH=empty
tentation	tentation	NOMcom	NOMB.=s|GENRE=f
:	:	PONfbl	MORPH=empty
Mais	mais	CONcoo	MORPH=empty
delivre	délivrer	ADJqua	PERS.=1|NOMB.=s
nous	nous	PROper	PERS.=1|NOMB.=p
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
mauvais	mauvais	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
¶	@greek	CONcoo	MORPH=empty
Car	car	CONcoo	MORPH=empty
a	à	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
toy	tu	PROper	PERS.=2|NOMB.=s|CAS=i
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
le	le	DETdef	NOMB.=s|GENRE=m
royaume	royaume	NOMcom	NOMB.=s|GENRE=m
/	/	CONcoo	MORPH=empty
et	et	CONcoo	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
puissance	puissance	NOMcom	NOMB.=s|GENRE=f
/	/	CONcoo	MORPH=empty
et	et	CONcoo	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
gloire	gloire	NOMcom	NOMB.=s|GENRE=f
eis	eis	VERppe	NOMB.=s|GENRE=f
siecles	siècle	ADJqua	NOMB.=p|GENRE=f
des	de_le	PRE.DETdef	NOMB.=p|GENRE=f
siecles	siècle	NOMcom	NOMB.=p|GENRE=f
.	.	PONfrt	MORPH=empty
Amen	amen	NOMpro	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
¶	@greek	PRE	MORPH=empty
Les	le	DETdef	NOMB.=p|GENRE=m
articles	article	NOMcom	NOMB.=p|GENRE=f
de	de	PRE	MORPH=empty
nostre	notre	DETpos	PERS.=1|NOMB.=s|GENRE=f
foy	foi	NOMcom	NOMB.=s|GENRE=m
/	/	CONcoo	MORPH=empty
lesquelz	lequel	PROrel	NOMB.=p
devons	devoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=p
croire	croire	VERinf	MORPH=empty
de	de	PRE	MORPH=empty
cueur	cœur	NOMcom	NOMB.=s|GENRE=m
/	/	CONcoo	MORPH=empty
et	et	CONcoo	MORPH=empty
confesser	confesser	VERinf	MORPH=empty
de	de	PRE	MORPH=empty
bouche	bouche	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
JE	je	PROper	PERS.=1|NOMB.=s|CAS=n
croy	croire	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
en	en	ADVgen	MORPH=empty
Dieu	Dieu	NOMpro	NOMB.=s|GENRE=m
le	le	DETdef	NOMB.=s|GENRE=m
pere	père	NOMcom	NOMB.=s|GENRE=m
tout	tout	ADVgen	GENRE=m
puissant	puissant	ADJqua	NOMB.=s|GENRE=m
/	/	CONcoo	MORPH=empty
createur	créateur	NOMcom	NOMB.=s|GENRE=m
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
ciel	ciel	NOMcom	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
de	de	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
terre	terre	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
en	en	ADVgen	MORPH=empty
Jesus	Jésus	NOMpro	NOMB.=p|GENRE=m
Christ	Christ	NOMpro	PERS.=3|NOMB.=s
son	son	DETpos	PERS.=3|NOMB.=s|GENRE=m
seul	seul	ADJqua	NOMB.=s|GENRE=m
filz	fils	NOMcom	NOMB.=p|GENRE=m
/	/	CONcoo	MORPH=empty
nostre	notre	DETpos	PERS.=2|NOMB.=s|GENRE=m
seigneur	seigneur	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Conceu	concevoir	NOMpro	NOMB.=s|GENRE=m
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
sainct	saint	NOMcom	NOMB.=s|GENRE=m
Esperit	esprit	NOMpro	MODE=ind|PERS.=3|NOMB.=s
/	/	CONcoo	MORPH=empty
nay	naître	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
vierge	vierge	NOMcom	NOMB.=s|GENRE=f
Mariè	Marie	NOMpro	NOMB.=s
.	.	PONfrt	MORPH=empty
Ayant	avoir	VERppa	MORPH=empty
souffert	souffrir	VERppe	NOMB.=s|GENRE=m
soubz	sous	ADJqua	NOMB.=p|GENRE=m
Ponce	ponce	NOMpro	NOMB.=s|GENRE=m
Pilate	pilate	NOMpro	NOMB.=s|GENRE=f
/	/	NOMpro	MORPH=empty
crucifie	crucifier	VERcjg	TEMPS=pst|PERS.=3|NOMB.=s
/	/	NOMpro	MORPH=empty
mort	mort	NOMcom	NOMB.=s|GENRE=m
/	/	CONcoo	MORPH=empty
et	et	CONcoo	MORPH=empty
ensevely	ensevelir	NOMcom	NOMB.=s|GENRE=m
/	/	CONcoo	MORPH=empty
descendu	descendre	VERppe	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p|GENRE=m
aux	à_le	PRE.DETdef	NOMB.=p|GENRE=m
enfers	enfer	NOMcom	NOMB.=p|GENRE=m
.	.	PONfrt	MORPH=empty
Le	le	DETdef	NOMB.=s|GENRE=m
tiers	tiers	NOMcom	NOMB.=s|GENRE=m
jour	jour	NOMcom	NOMB.=s|GENRE=m
ressuscité	ressusciter	VERppe	NOMB.=s|GENRE=m
des	de_le	PRE.DETdef	NOMB.=p
mortz	mort	NOMcom	NOMB.=p|GENRE=m
/	/	CONcoo	MORPH=empty
Monté	Monté	VERppe	NOMB.=s|GENRE=m
aux	à_le	PRE.DETdef	NOMB.=p|GENRE=m
cieux	ciel	NOMcom	NOMB.=p|GENRE=m
/	/	CONcoo	MORPH=empty
seant	seoir	VERppa	MORPH=empty
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
la	le	DETdef	NOMB.=s|GENRE=f
dextre	dextre	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
dieu	dieu	NOMpro	NOMB.=s|GENRE=m
le	le	DETdef	NOMB.=s|GENRE=m
pere	père	NOMcom	NOMB.=s|GENRE=m
tout	tout	ADVgen	GENRE=m
puissant	puissant	ADJqua	NOMB.=s|GENRE=m
/	/	NOMcom	MORPH=empty
Dont	dont	PROrel	MORPH=empty
viendra	venir	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
juger	juger	VERinf	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=m
vifz	vif	NOMcom	NOMB.=p|GENRE=m
et	et	CONcoo	MORPH=empty
les	le	PROper	NOMB.=p|GENRE=m|CAS=r
mortz	mort	NOMcom	NOMB.=p
.	.	PONfrt	MORPH=empty
¶	@greek	INJ	MORPH=empty
Je	je	PROper	PERS.=1|NOMB.=s|CAS=n
croy	croire	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
au	à_le	PRE.DETdef	NOMB.=s|GENRE=m
sainct	saint	NOMcom	NOMB.=s|GENRE=m
esperit	esprit	VERppe	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
La	le	DETdef	NOMB.=s|GENRE=f
saincte	saint	ADJqua	NOMB.=s|GENRE=f
eglise	église	NOMcom	NOMB.=s|GENRE=f
universelle	universel	ADJqua	NOMB.=s|GENRE=f
/	/	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
communion	communion	NOMcom	NOMB.=s|GENRE=f
des	de_le	PRE.DETdef	NOMB.=p
sainctz	saint	NOMcom	NOMB.=p|GENRE=m
/	/	PRE	MORPH=empty
La	le	DETdef	NOMB.=s|GENRE=f
remission	rémission	NOMcom	NOMB.=s|GENRE=f
des	de_le	PRE.DETdef	NOMB.=p
pechez	péché	NOMcom	NOMB.=p|GENRE=m
/	/	PONpdr	MORPH=empty
La	le	DETdef	NOMB.=s|GENRE=f
resurrection	résurrection	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
chair	chair	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
La	le	DETdef	NOMB.=s|GENRE=f
vie	vie	NOMcom	NOMB.=s|GENRE=f
eternelle	éternel	ADJqua	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Amen	amen	NOMpro	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
¶	@greek	PRE	MORPH=empty
Les	le	DETdef	NOMB.=p
dix	dix	ADJcar	NOMB.=p|GENRE=m
commandemens	commandement	NOMcom	NOMB.=p|GENRE=m
de	de	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
loy	loi	PROper	PERS.=1|NOMB.=s|GENRE=f|CAS=i
:	:	PONfbl	MORPH=empty
ainsi	ainsi	ADVgen	MORPH=empty
que	que	CONsub	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
seigneur	seigneur	NOMcom	NOMB.=s|GENRE=m
Dieu	dieu	NOMpro	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
mot	mot	NOMcom	NOMB.=s|GENRE=m
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
mot	mot	NOMcom	NOMB.=s|GENRE=m
donna	donner	VERppe	NOMB.=s
a	à	VERcjg	MODE=ind|PERS.=3|NOMB.=s
Moyse	Moïse	NOMpro	NOMB.=s|GENRE=f
/	/	CONcoo	MORPH=empty
escriptz	écrire	VERcjg	NOMB.=p
de	de	PRE	MORPH=empty
son	son	DETpos	PERS.=3|NOMB.=s|GENRE=m
doygt	doigt	NOMcom	NOMB.=s|GENRE=m
en	en	ADVgen	MORPH=empty
deux	deux	DETcar	NOMB.=p
tables	table	NOMcom	NOMB.=p|GENRE=m
/	/	CONcoo	MORPH=empty
demonstrans	démontrer	VERcjg	NOMB.=p
ce	ce	PROdem	NOMB.=s|GENRE=n
qu'	que	PROrel	MORPH=empty
il	il	PROimp	PERS.=3|NOMB.=s|GENRE=m|CAS=n
fault	falloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
faire	faire	VERinf	MORPH=empty
et	et	CONcoo	MORPH=empty
non	non	ADVneg	MORPH=empty
faire	faire	VERinf	MORPH=empty
/	/	CONcoo	MORPH=empty
desquelz	de_lequel	DETcar	NOMB.=p
◊	@greek	NOMcom	MORPH=empty
/	/	PRE	MORPH=empty
selon	selon	PRE	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=m
anciens	ancien	NOMcom	NOMB.=p|GENRE=m
/	/	CONcoo	MORPH=empty
principallement	principalement	ADVgen	MORPH=empty
Hebrieux	hébreu	ADJqua	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
Grecz	grec	NOMpro	NOMB.=p
.	.	PONfrt	MORPH=empty
Exode	exode	NOMpro	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
20	20	INJ	NOMB.=p
.	.	PONfrt	MORPH=empty
¶	@greek	INJ	MORPH=empty
La	le	DETdef	NOMB.=s|GENRE=f
premiere	premier	ADJord	NOMB.=s|GENRE=f
table	table	NOMcom	NOMB.=s|GENRE=f
contient	contenir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
cinq	cinq	DETcar	NOMB.=p|GENRE=f
commandemens	commandement	NOMcom	NOMB.=p|GENRE=m
/	/	CONcoo	MORPH=empty
concernans	concernant	VERppa	NOMB.=p
singulierement	singulièrement	ADVgen	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=m
honneur	honneur	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
Dieu	Dieu	NOMpro	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Preface	préface	NOMpro	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
MOymesme	moymême	NOMpro	NOMB.=s|GENRE=f
suis	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
l'	le	DETdef	NOMB.=s
Eternel	éternel	NOMcom	NOMB.=s|GENRE=m
/	/	CONcoo	MORPH=empty
ton	ton	DETpos	PERS.=2|NOMB.=s|GENRE=m
Dieu	Dieu	NOMpro	NOMB.=s|GENRE=m
/	/	CONcoo	MORPH=empty
qui	qui	PROrel	MORPH=empty
t'	tu	PROper	PERS.=2|NOMB.=s|CAS=r
ay	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
tire	tirer	VERcjg	MODE=ind|TEMPS=pst|NOMB.=s
hors	hors	PRE	MORPH=empty
de	de	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
